qac_root_join_key	qac_root_ar	qac_root_norm	qac_root_canonical	occurrences	surah_count	surahs	example_refs	example_surfaces	example_lemmas	status	audit_class	chosen_method	chosen_root_ids	source_exact_root_ids	normalized_exact_root_ids	canonical_root_ids	legacy_root_norm_extra_root_ids	legacy_root_norm_extra_branch_count	chosen_branch_count	notes
دفع	د ف ع	د ف ع	دفع	10	8	2;3;4;22;23;41;52;70	2:251:15;3:167:12;4:6:11;4:6:30;22:38:3;22:40:13;23:96:1;41:34:6	دَفْعُ;ٱدْفَعُ;دَفَعْ;يُدَٰفِعُ;ٱدْفَعْ	دَفْع;دَفَعْ;يُدَٰفِعُ	ok_source_exact	ok	source_exact	root_000480	root_000480	root_000480	root_000480		0	11	
دمر	د م ر	د م ر	دمر	10	8	7;17;25;26;27;37;46;47	7:137:21;17:16:13;17:16:14;25:36:8;25:36:9;26:172:2;27:51:7;37:136:2	دَمَّرْ;تَدْمِيرًا	دَمَّرَ;تَدْمِير	ok_source_exact	ok	source_exact	root_000487	root_000487	root_000487	root_000487		0	5	
دمو	د م و	د م و	دمو	10	7	2;5;6;7;12;16;22	2:30:17;2:84:6;2:173:5;5:3:4;6:145:17;7:133:7;12:18:4;16:66:13	دِّمَآءَ;دِمَآءَ;دَّمَ;دَّمُ;دَمًا;دَمٍ	دَم	ok_source_exact	ok	source_exact	root_000490	root_000490	root_000490	root_000490		0	4	
رجز	ر ج ز	ر ج ز	رجز	10	7	2;7;8;29;34;45;74	2:59:13;7:134:4;7:134:16;7:135:4;7:162:12;8:11:15;29:34:7;34:5:10	رِجْزًا;رِّجْزُ;رِّجْزَ;رِجْزَ;رِّجْزٍ	رِجْز	ok_source_exact	ok	source_exact	root_000542	root_000542	root_000542	root_000542		0	3	
رجس	ر ج س	ر ج س	رجس	10	7	5;6;7;9;10;22;33	5:90:9;6:125:24;6:145:23;7:71:7;9:95:12;9:125:7;9:125:9;10:100:10	رِجْسٌ;رِّجْسَ;رِجْسًا;رِجْسِ	رِجْس	ok_source_exact	ok	source_exact	root_000543	root_000543	root_000543	root_000543		0	4	
رعي	ر ع ي	ر ع ي	رعي	10	9	2;4;20;23;28;57;70;79;87	2:104:6;4:46:14;20:54:2;23:8:5;28:23:24;57:27:29;57:27:31;70:32:5	رَٰعِ;ٱرْعَ;رَٰعُونَ;رِّعَآءُ;رَعَ;رِعَايَتِ	رَٰعِ;رَعَ;رَٰعُون;رِّعَآء;رِعَايَت	ok_source_exact	ok	source_exact	root_000574	root_000574	root_000574	root_000574		0	6	
رهق	ر ه ق	ر ه ق	رهق	10	7	10;18;68;70;72;74;80	10:26:6;10:27:7;18:73:7;18:80:8;68:43:3;70:44:3;72:6:11;72:13:14	يَرْهَقُ;تَرْهَقُ;تُرْهِقْ;يُرْهِقَ;رَهَقًا	يَرْهَقُ;يُرْهِقَ;رَهَق	ok_source_exact	ok	source_exact	root_000606	root_000606	root_000606	root_000606		0	7	
زلف	ز ل ف	ز ل ف	زلف	10	8	11;26;34;38;39;50;67;81	11:114:5;26:64:1;26:90:1;34:37:8;38:25:7;38:40:4;39:3:16;50:31:1	زُلَفًا;أَزْلَفْ;أُزْلِفَتِ;زُلْفَىٰٓ;زُلْفَىٰ	زُلْفَة;أُزْلِفَتْ;زُلْفَىٰٓ	ok_source_exact	ok	source_exact	root_000639	root_000639	root_000639	root_000639		0	7	
زيل	ز ي ل	ز ي ل	زيل	10	10	2;5;9;10;11;13;21;22;40;48	2:217:30;5:13:18;9:110:2;10:28:11;11:118:9;13:31:31;21:15:2;22:55:2	يَزَالُ;تَزَالُ;زَيَّلْ;زَالَت	زَالَت;زَيَّلْ	ok_source_exact	ok	source_exact	root_000659	root_000659	root_000659	root_000659		0	4	
سفل	س ف ل	س ف ل	سفل	10	9	4;8;9;11;15;33;37;41;95	4:145:5;8:42:9;9:40:36;11:82:6;15:74:3;33:10:6;37:98:5;41:29:16	أَسْفَلِ;أَسْفَلَ;سُّفْلَىٰ;سَافِلَ;أَسْفَلِينَ	أَسْفَل;سُّفْلَىٰ;سَافِل	ok_source_exact	ok	source_exact	root_000715	root_000715	root_000715	root_000715		0	7	
سود	س و د	س و د	سود	10	8	2;3;12;16;33;35;39;43	2:187:40;3:39:16;3:106:4;3:106:8;12:25:8;16:58:7;33:67:5;35:27:22	أَسْوَدِ;سَيِّدًا;تَسْوَدُّ;ٱسْوَدَّتْ;سَيِّدَ;مُسْوَدًّا;سَادَتَ;سُودٌ	أَسْوَد;سَيِّد;ٱسْوَدَّتْ;مُسْوَدّ;سُود	ok_source_exact	ok	source_exact	root_000757	root_000757	root_000757	root_000757		0	10	
ضحك	ض ح ك	ض ح ك	ضحك	10	8	9;11;23;27;43;53;80;83	9:82:1;11:71:3;23:110:8;27:19:2;43:47:7;53:43:3;53:60:1;80:39:1	يَضْحَكُ;ضَحِكَتْ;تَضْحَكُ;ضَاحِكًا;أَضْحَكَ;ضَاحِكَةٌ	ضَحِكَتْ;ضَاحِك;أَضْحَكَ;ضَاحِكَة	ok_source_exact	ok	source_exact	root_000903	root_000903	root_000903	root_000903		0	10	
ضيع	ض ي ع	ض ي ع	ضيع	10	8	2;3;7;9;11;12;18;19	2:143:39;3:171:9;3:195:6;7:170:8;9:120:50;11:115:5;12:56:15;12:90:21	يُضِيعَ;يُضِيعُ;أُضِيعُ;نُضِيعُ	أَضَاعُ	ok_source_exact	ok	source_exact	root_000923	root_000923	root_000923	root_000923		0	5	
طول	ط و ل	ط و ل	طول	10	10	4;9;17;20;21;28;40;57;73;76	4:25:5;9:86:12;17:37:13;20:86:14;21:44:6;28:45:4;40:3:8;57:16:21	طَوْلًا;طَّوْلِ;طُولًا;طَالَ;تَطَاوَلَ	طَوْل;طُول;طَالَ;تَطَاوَلَ	ok_source_exact	ok	source_exact	root_000959	root_000959	root_000959	root_000959		0	8	
عتو	ع ت و	ع ت و	عتو	10	7	7;19;25;51;65;67;69	7:77:3;7:166:2;19:8:14;19:69:10;25:21:17;25:21:18;51:44:1;65:8:4	عَتَ;عِتِيًّا;عُتُوًّا;عَتَتْ	عَتَ;عِتِيّ;عُتُوّ	ok_source_exact	ok	source_exact	root_000981	root_000981	root_000981	root_000981		0	2	
عزل	ع ز ل	ع ز ل	عزل	10	8	2;4;11;18;19;26;33;44	2:222:7;4:90:25;4:91:17;11:42:12;18:16:2;19:48:1;19:49:2;26:212:4	ٱعْتَزِلُ;ٱعْتَزَلُ;يَعْتَزِلُ;مَعْزِلٍ;ٱعْتَزَلْ;أَعْتَزِلُ;ٱعْتَزَلَ;مَعْزُولُونَ	ٱعْتَزَلَ;مَعْزِل;مَعْزُولُون	ok_source_exact	ok	source_exact	root_001009	root_001009	root_001009	root_001009		0	12	
قدس	ق د س	ق د س	قدس	10	7	2;5;16;20;59;62;79	2:30:21;2:87:16;2:253:21;5:21:4;5:110:15;16:102:4;20:12:8;59:23:9	نُقَدِّسُ;قُدُسِ;مُقَدَّسَةَ;مُقَدَّسِ;قُدُّوسُ	نُقَدِّسُ;قُدُس;مُقَدَّسَة;مُقَدَّس;قُدُّوس	ok_source_exact	ok	source_exact	root_001206	root_001206	root_001206	root_001206		0	11	
قهر	ق ه ر	ق ه ر	قهر	10	9	6;7;12;13;14;38;39;40;93	6:18:2;6:61:2;7:127:21;12:39:9;13:16:45;14:48:10;38:65:11;39:4:16	قَاهِرُ;قَٰهِرُونَ;قَهَّارُ;قَهَّٰرُ;قَهَّارِ	قَاهِر;قَهَّار	ok_source_exact	ok	source_exact	root_001266	root_001266	root_001266	root_001266		0	7	
كفل	ك ف ل	ك ف ل	كفل	10	8	3;4;16;20;21;28;38;57	3:37:8;3:44:14;4:85:15;16:91:15;20:40:9;21:85:4;28:12:12;38:23:12	كَفَّلَ;يَكْفُلُ;كِفْلٌ;كَفِيلًا;كِفْلِ;أَكْفِلْ	كَفَّلَ;يَكْفُلُ;كِفْل;كَفِيل;أَكْفِلْ	ok_source_exact	ok	source_exact	root_001309	root_001309	root_001309	root_001309		0	7	
مءي	م ء ي	م ء ي	ماي	10	5	2;8;18;24;37	2:259:19;2:259:35;2:261:16;8:65:13;8:65:17;8:66:12;8:66:15;18:25:5	مِا۟ئَةَ;مِّا۟ئَةُ;مِا۟ئَتَيْنِ;مِّا۟ئَةٌ;مِا۟ئَةٍ	مِائَة	ok_normalized_unique	ok	normalized_exact	root_001394		root_001394	root_001394		0	4	no source_root_norm exact match
ملو	م ل و	م ل و	ملو	10	8	3;7;13;19;22;25;47;68	3:178:6;3:178:11;7:183:1;13:32:6;19:46:12;22:44:5;22:48:4;25:5:6	نُمْلِى;أُمْلِى;أَمْلَيْ;مَلِيًّا;تُمْلَىٰ	أَمْلَىٰ;مَلِيّ	ok_source_exact	ok	source_exact	root_001446	root_001446	root_001446	root_001446		0	4	
نقص	ن ق ص	ن ق ص	نقص	10	9	2;7;9;11;13;21;35;50;73	2:155:6;7:130:6;9:4:8;11:84:15;11:109:20;13:41:6;21:44:14;35:11:24	نَقْصٍ;يَنقُصُ;تَنقُصُ;مَنقُوصٍ;نَنقُصُ;يُنقَصُ	نَقْص;يُنقَصُ;مَنقُوص	ok_source_exact	ok	source_exact	root_001542	root_001542	root_001542	root_001542		0	6	
بثث	ب ث ث	ب ث ث	بثث	9	9	2;4;12;31;42;45;56;88;101	2:164:29;4:1:13;12:86:4;31:10:13;42:29:7;45:4:4;56:6:3;88:16:2	بَثَّ;بَثِّ;يَبُثُّ;مُّنۢبَثًّا;مَبْثُوثَةٌ	بَثَّ;بَثّ;مُّنبَثّ;مَبْثُوثَة	ok_source_exact	ok	source_exact	root_000083	root_000083	root_000083	root_000083		0	3	
برز	ب ر ز	ب ر ز	برز	9	8	2;3;4;14;18;26;40;79	2:250:2;3:154:56;4:81:4;14:21:1;14:48:7;18:47:6;26:91:1;40:16:3	بَرَزُ;بَرَزَ;بَارِزَةً;بُرِّزَتِ;بَٰرِزُونَ	بَرَزَ;بَارِزَة;بُرِّزَتِ;بَٰرِزُون	ok_source_exact	ok	source_exact	root_000105	root_000105	root_000105	root_000105		0	9	
بقر	ب ق ر	ب ق ر	بقر	9	3	2;6;12	2:67:10;2:68:13;2:69:13;2:70:10;2:71:5;6:144:5;6:146:9;12:43:6	بَقَرَةً;بَقَرَةٌ;بَقَرَ;بَقَرِ;بَقَرَٰتٍ	بَقَرَة;بَقَر;بَقَرَٰت	ok_source_exact	ok	source_exact	root_000139	root_000139	root_000139	root_000139		0	9	
تجر	ت ج ر	ت ج ر	تجر	9	7	2;4;9;24;35;61;62	2:16:8;2:282:99;4:29:12;9:24:11;24:37:4;35:29:14;61:10:7;62:11:3	تِّجَٰرَتُ;تِجَٰرَةً;تِجَٰرَةٌ;تِجَٰرَةٍ	تِجَٰرَة	ok_source_exact	ok	source_exact	root_000176	root_000176	root_000176	root_000176		0	4	
حرق	ح ر ق	ح ر ق	حرق	9	8	2;3;8;20;21;22;29;85	2:266:28;3:181:22;8:50:13;20:97:23;21:68:2;22:9:15;22:22:12;29:24:10	ٱحْتَرَقَتْ;حَرِيقِ;نُحَرِّقَ;حَرِّقُ	ٱحْتَرَقَتْ;حَرِيق;حَرِّقُ	ok_source_exact	ok	source_exact	root_000311	root_000311	root_000311	root_000311		0	9	
حلي	ح ل ي	ح ل ي	حلي	9	8	7;13;16;18;22;35;43;76	7:148:7;13:17:18;16:14:11;18:31:9;22:23:13;35:12:18;35:33:4;43:18:4	حُلِيِّ;حِلْيَةٍ;حِلْيَةً;يُحَلَّ;حِلْيَةِ	حُلِيّ;حِلْيَة;حُلُّ	ok_source_exact	ok	source_exact	root_000353	root_000353	root_000353	root_000353		0	4	
خيل	خ ي ل	خ ي ل	خيل	9	9	3;4;8;16;17;20;31;57;59	3:14:13;4:36:31;8:60:9;16:8:1;17:64:8;20:66:7;31:18:15;57:23:14	خَيْلِ;مُخْتَالًا;خَيْلَ;يُخَيَّلُ;مُخْتَالٍ	خَيْل;مُخْتَال;يُخَيَّلُ	ok_source_exact	ok	source_exact	root_000454	root_000454	root_000454	root_000454		0	9	
دوم	د و م	د و م	دوم	9	6	3;5;11;13;19;70	3:75:20;5:24:8;5:96:14;5:117:17;11:107:4;11:108:9;13:35:11;19:31:10	دُمْ;دَامُ;دَامَتِ;دَآئِمٌ	دَامُ;دَآئِم	ok_source_exact	ok	source_exact	root_000501	root_000501	root_000501	root_000501		0	6	
ذبح	ذ ب ح	ذ ب ح	ذبح	9	6	2;5;14;27;28;37	2:49:9;2:67:9;2:71:21;5:3:23;14:6:17;27:21:5;28:4:12;37:102:12	يُذَبِّحُ;تَذْبَحُ;ذَبَحُ;ذُبِحَ;أَا۟ذْبَحَ;أَذْبَحُ	يُذَبِّحُ;ذُبِحَ	ok_source_exact	ok	source_exact	root_000508	root_000508	root_000508	root_000508		0	9	
رمي	ر م ي	ر م ي	رمي	9	5	4;8;24;77;105	4:112:7;8:17:7;8:17:9;8:17:12;24:4:2;24:6:2;24:23:3;77:32:2	يَرْمِ;رَمَيْ;رَمَىٰ;يَرْمُ;تَرْمِى	رَمَىٰ	ok_source_exact	ok	source_exact	root_000603	root_000603	root_000603	root_000603		0	8	
زني	ز ن ي	ز ن ي	زني	9	4	17;24;25;60	17:32:3;24:2:1;24:2:2;24:3:1;24:3:5;24:3:8;24:3:12;25:68:17	زِّنَىٰٓ;زَّانِيَةُ;زَّانِى;زَانِيَةً;زَانٍ;يَزْنُ	زِّنَىٰٓ;زَانِيَة;زَان;يَزْنُ	ok_source_exact	ok	source_exact	root_000648	root_000648	root_000648	root_000648		0	4	
زيغ	ز ي غ	ز ي غ	زيغ	9	7	3;9;33;34;38;53;61	3:7:18;3:8:3;9:117:17;33:10:9;34:12:20;38:63:4;53:17:2;61:5:15	زَيْغٌ;تُزِغْ;يَزِيغُ;زَاغَتِ;يَزِغْ;زَاغَتْ;زَاغَ;زَاغُ	زَيْغ;أَزَاغَ;زَاغَ	ok_source_exact	ok	source_exact	root_000658	root_000658	root_000658	root_000658		0	4	
سبت	س ب ت	س ب ت	سبت	9	6	2;4;7;16;25;78	2:65:7;4:47:24;4:154:15;7:163:11;7:163:16;7:163:20;16:124:3;25:47:8	سَّبْتِ;سَبْتِ;يَسْبِتُ;سَّبْتُ;سُبَاتًا	سَّبْت;يَسْبِتُ;سُبَات	ok_source_exact	ok	source_exact	root_000665	root_000665	root_000665	root_000665		0	9	
سرق	س ر ق	س ر ق	سرق	9	4	5;12;15;60	5:38:1;5:38:2;12:70:15;12:73:12;12:77:3;12:77:5;12:81:8;15:18:3	سَّارِقُ;سَّارِقَةُ;سَٰرِقُونَ;سَٰرِقِينَ;يَسْرِقْ;سَرَقَ;ٱسْتَرَقَ	سَّارِق;سَّارِقَة;سَرَقَ;ٱسْتَرَقَ	ok_source_exact	ok	source_exact	root_000700	root_000700	root_000700	root_000700		0	7	
صحف	ص ح ف	ص ح ف	صحف	9	8	20;43;53;74;80;81;87;98	20:133:12;43:71:3;53:36:6;74:52:8;80:13:2;81:10:2;87:18:4;87:19:1	صُّحُفِ;صِحَافٍ;صُحُفِ;صُحُفًا;صُحُفٍ;صُّحُفُ	صُحُف;صِحَاف	ok_source_exact	ok	source_exact	root_000845	root_000845	root_000845	root_000845		0	5	
صعد	ص ع د	ص ع د	صعد	9	8	3;4;5;6;18;35;72;74	3:153:2;4:43:39;5:6:41;6:125:18;18:8:5;18:40:14;35:10:9;72:17:10	تُصْعِدُ;صَعِيدًا;يَصَّعَّدُ;يَصْعَدُ;صَعَدًا	تُصْعِدُ;صَعِيد;يَصَّعَّدُ;يَصْعَدُ;صَعَد	ok_source_exact	ok	source_exact	root_000862	root_000862	root_000862	root_000862		0	9	
عبر	ع ب ر	ع ب ر	عبر	9	8	3;4;12;16;23;24;59;79	3:13:27;4:43:16;12:43:24;12:111:5;16:66:5;23:21:5;24:44:8;59:2:38	عِبْرَةً;عَابِرِى;تَعْبُرُ;عِبْرَةٌ;ٱعْتَبِرُ	عِبْرَة;عَابِرِى;تَعْبُرُ;ٱعْتَبِرُ	ok_source_exact	ok	source_exact	root_000974	root_000974	root_000974	root_000974		0	12	
عرج	ع ر ج	ع ر ج	عرج	9	8	15;24;32;34;43;48;57;70	15:14:9;24:61:7;32:5:8;34:2:14;43:33:15;48:17:7;57:4:26;70:3:4	يَعْرُجُ;أَعْرَجِ;مَعَارِجَ;مَعَارِجِ	يَعْرُجُ;أَعْرَج;مَعَارِج	ok_source_exact	ok	source_exact	root_000997	root_000997	root_000997	root_000997		0	7	
عزم	ع ز م	ع ز م	عزم	9	7	2;3;20;31;42;46;47	2:227:2;2:235:28;3:159:23;3:186:23;20:115:11;31:17:16;42:43:7;46:35:5	عَزَمُ;تَعْزِمُ;عَزَمْ;عَزْمِ;عَزْمًا	عَزَمَ;عَزْم	ok_source_exact	ok	source_exact	root_001010	root_001010	root_001010	root_001010		0	10	
عكف	ع ك ف	ع ك ف	عكف	9	7	2;7;20;21;22;26;48	2:125:20;2:187:51;7:138:8;20:91:5;20:97:22;21:52:11;22:25:14;26:71:6	عَٰكِفِينَ;عَٰكِفُونَ;يَعْكُفُ;عَاكِفًا;عَٰكِفُ	عَاكِف;يَعْكُفُ	ok_source_exact	ok	source_exact	root_001038	root_001038	root_001038	root_001038		0	5	
عنق	ع ن ق	ع ن ق	عنق	9	8	8;13;17;26;34;36;38;40	8:12:19;13:5:19;17:13:6;17:29:6;26:4:9;34:33:26;36:8:4;38:33:6	أَعْنَاقِ;عُنُقِ;أَعْنَٰقُ;أَعْنَٰقِ	عُنُق	ok_source_exact	ok	source_exact	root_001053	root_001053	root_001053	root_001053		0	14	
عوج	ع و ج	ع و ج	عوج	9	7	3;7;11;14;18;20;39	3:99:12;7:45:7;7:86:14;11:19:7;14:3:12;18:1:11;20:107:4;20:108:5	عِوَجًا;عِوَجَا;عِوَجَ	عِوَج	ok_source_exact	ok	source_exact	root_001057	root_001057	root_001057	root_001057		0	5	
عوم	ع و م	ع و م	عوم	9	5	2;9;12;29;31	2:259:20;2:259:36;9:28:12;9:37:11;9:37:13;9:126:7;12:49:6;29:14:12	عَامٍ;عَامِ;عَامًا;عَامٌ	عَام	ok_source_exact	ok	source_exact	root_001063	root_001063	root_001063	root_001063		0	10	
غنم	غ ن م	غ ن م	غنم	9	6	4;6;8;20;21;48	4:94:24;6:146:10;8:41:3;8:69:3;20:18:9;21:78:10;48:15:6;48:19:1	مَغَانِمُ;غَنَمِ;غَنِمْ;غَنَمُ;مَغَانِمَ	مَغَانِم;غَنَم;غَنِمْ	ok_source_exact	ok	source_exact	root_001109	root_001109	root_001109	root_001109		0	4	
فرج	ف ر ج	ف ر ج	فرج	9	8	21;23;24;33;50;66;70;77	21:91:3;23:5:3;24:30:7;24:31:7;33:35:19;50:6:12;66:12:6;70:29:3	فَرْجَ;فُرُوجِ;فُرُوجَ;فُرُوجٍ	فَرْج	ok_source_exact	ok	source_exact	root_001139	root_001139	root_001139	root_001139		0	8	
فضض	ف ض ض	ف ض ض	فضض	9	6	3;9;43;62;63;76	3:14:12;3:159:12;9:34:20;43:33:14;62:11:6;63:7:12;76:15:5;76:16:3	فِضَّةِ;ٱنفَضُّ;فِضَّةَ;فِضَّةٍ;يَنفَضُّ	فِضَّة;ٱنفَضُّ	ok_source_exact	ok	source_exact	root_001162	root_001162	root_001162	root_001162		0	8	
فيض	ف ي ض	ف ي ض	فيض	9	7	2;5;7;9;10;24;46	2:198:10;2:199:2;2:199:5;5:83:9;7:50:7;9:92:16;10:61:19;24:14:12	أَفَضْ;أَفِيضُ;أَفَاضَ;تَفِيضُ;تُفِيضُ	أَفَاضَ;تَفِيضُ	ok_source_exact	ok	source_exact	root_001192	root_001192	root_001192	root_001192		0	6	
قبض	ق ب ض	ق ب ض	قبض	9	6	2;9;20;25;39;67	2:245:13;2:283:9;9:67:11;20:96:7;20:96:8;25:46:2;25:46:4;39:67:8	يَقْبِضُ;مَّقْبُوضَةٌ;قَبَضْ;قَبْضَةً;قَبْضًا;قَبْضَتُ	قَبَضْ;مَّقْبُوضَة;قَبْضَة;قَبْض	ok_source_exact	ok	source_exact	root_001197	root_001197	root_001197	root_001197		0	7	
قذف	ق ذ ف	ق ذ ف	قذف	9	6	20;21;33;34;37;59	20:39:2;20:39:5;20:87:12;21:18:2;33:26:9;34:48:4;34:53:6;37:8:6	ٱقْذِفِ;قَذَفْ;نَقْذِفُ;قَذَفَ;يَقْذِفُ;يُقْذَفُ	قَذَفَ	ok_source_exact	ok	source_exact	root_001209	root_001209	root_001209	root_001209		0	7	
كنز	ك ن ز	ك ن ز	كنز	9	6	9;11;18;25;26;28	9:34:18;9:35:14;9:35:19;11:12:15;18:82:10;18:82:21;25:8:4;26:58:1	يَكْنِزُ;كَنَزْ;تَكْنِزُ;كَنزٌ;كَنزَ;كُنُوزٍ	كَنَزْ;كَنز	ok_source_exact	ok	source_exact	root_001322	root_001322	root_001322	root_001322		0	3	
لون	ل و ن	ل و ن	لون	9	5	2;16;30;35;39	2:69:8;2:69:16;16:13:7;16:69:15;30:22:8;35:27:13;35:27:20;35:28:6	لَوْنُ;لَّوْنُ;أَلْوَٰنُ;أَلْوَٰنِ	لَوْن	ok_source_exact	ok	source_exact	root_001387	root_001387	root_001387	root_001387		0	5	
نقض	ن ق ض	ن ق ض	نقض	9	7	2;4;5;8;13;16;94	2:27:2;4:155:2;5:13:2;8:56:5;13:20:6;13:25:2;16:91:7;16:92:4	يَنقُضُ;نَقْضِ;تَنقُضُ;نَقَضَتْ	نَقَضَتْ;نَقْض	ok_source_exact	ok	source_exact	root_001543	root_001543	root_001543	root_001543		0	7	
نوم	ن و م	ن و م	نوم	9	9	2;7;8;25;30;37;39;68;78	2:255:12;7:97:9;8:43:5;25:47:7;30:23:3;37:102:10;39:42:10;68:19:7	نَوْمٌ;نَآئِمُونَ;مَنَامِ;نَّوْمَ;مَنَامُ	نَوْم;نَآئِمُون;مَنَام	ok_source_exact	ok	source_exact	root_001568	root_001568	root_001568	root_001568		0	9	
همم	ه م م	ه م م	همم	9	6	3;4;5;9;12;40	3:122:2;3:154:14;4:113:6;5:11:9;9:13:6;9:74:12;12:24:2;12:24:4	هَمَّت;أَهَمَّتْ;هَمَّ;هَمُّ;هَمَّتْ	هَمَّ;أَهَمَّتْ	ok_source_exact	ok	source_exact	root_001602	root_001602	root_001602	root_001602		0	14	
وقر	و ق ر	و ق ر	وقر	9	8	6;17;18;31;41;48;51;71	6:25:13;17:46:9;18:57:22;31:7:13;41:5:10;41:44:22;48:9:5;51:2:2	وَقْرًا;وَقْرٌ;تُوَقِّرُ;وِقْرًا	وَقْر;تُوَقِّرُ;وِقْر	ok_source_exact	ok	source_exact	root_001674	root_001674	root_001674	root_001674		0	6	
وهن	و ه ن	و ه ن	وهن	9	7	3;4;8;19;29;31;47	3:139:2;3:146:9;4:104:2;8:18:4;19:4:4;29:41:13;31:14:6;31:14:8	تَهِنُ;وَهَنُ;مُوهِنُ;وَهَنَ;أَوْهَنَ;وَهْنًا;وَهْنٍ	وَهَنَ;مُوهِن;أَوْهَن;وَهْن	ok_source_exact	ok	source_exact	root_001687	root_001687	root_001687	root_001687		0	9	
برهن	ب ر ه ن	ب ر ه ن	برهن	8	7	2;4;12;21;23;27;28	2:111:15;4:174:5;12:24:9;21:24:8;23:117:8;27:64:16;28:32:16;28:75:8	بُرْهَٰنَ;بُرْهَٰنٌ;بُرْهَٰنَانِ	بُرْهَٰن	ok_source_exact	ok	source_exact	root_000112	root_000112	root_000112	root_000112		0	1	
بهت	ب ه ت	ب ه ت	بهت	8	6	2;4;21;24;33;60	2:258:36;4:20:15;4:112:12;4:156:5;21:40:4;24:16:13;33:58:10;60:12:22	بُهِتَ;بُهْتَٰنًا;تَبْهَتُ;بُهْتَٰنٌ;بُهْتَٰنٍ	بُهِتَ;بُهْتَٰن	ok_source_exact	ok	source_exact	root_000157	root_000157	root_000157	root_000157		0	2	
ترف	ت ر ف	ت ر ف	ترف	8	7	11;17;21;23;34;43;56	11:116:23;17:16:7;21:13:6;23:33:10;23:64:4;34:34:9;43:23:12;56:45:5	أُتْرِفُ;مُتْرَفِي;أُتْرِفْ;أَتْرَفْ;مُتْرَفُو;مُتْرَفِينَ	أُتْرِفُ;مُتْرَفِين	ok_source_exact	ok	source_exact	root_000179	root_000179	root_000179	root_000179		0	1	
حجب	ح ج ب	ح ج ب	حجب	8	8	7;17;19;33;38;41;42;83	7:46:2;17:45:11;19:17:4;33:53:45;38:32:11;41:5:14;42:51:12;83:15:6	حِجَابٌ;حِجَابًا;حِجَابٍ;حِجَابِ;مَحْجُوبُونَ	حِجَاب;مَحْجُوبُون	ok_source_exact	ok	source_exact	root_000294	root_000294	root_000294	root_000294		0	12	
ختم	خ ت م	خ ت م	ختم	8	7	2;6;33;36;42;45;83	2:7:1;6:46:8;33:40:11;36:65:2;42:24:10;45:23:10;83:25:4;83:26:1	خَتَمَ;خَاتَمَ;نَخْتِمُ;يَخْتِمْ;مَّخْتُومٍ;خِتَٰمُ	خَتَمَ;خَاتَم;مَّخْتُوم;خِتَٰم	ok_source_exact	ok	source_exact	root_000393	root_000393	root_000393	root_000393		0	7	
خسف	خ س ف	خ س ف	خسف	8	7	16;17;28;29;34;67;75	16:45:6;17:68:3;28:81:1;28:82:21;29:40:15;34:9:14;67:16:6;75:8:1	يَخْسِفَ;خَسَفْ;خَسَفَ;نَخْسِفْ	خَسَفَ	ok_source_exact	ok	source_exact	root_000410	root_000410	root_000410	root_000410		0	6	
خضر	خ ض ر	خ ض ر	خضر	8	7	6;12;18;22;36;55;76	6:99:14;12:43:13;12:46:14;18:31:17;22:63:11;36:80:6;55:76:4;76:21:4	خَضِرًا;خُضْرٍ;خُضْرًا;مُخْضَرَّةً;أَخْضَرِ;خُضْرٌ	خَضِر;خُضْر;مُخْضَرَّة;أَخْضَر	ok_source_exact	ok	source_exact	root_000418	root_000418	root_000418	root_000418		0	9	
خمس	خ م س	خ م س	خمس	8	7	3;8;18;24;29;58;70	3:125:11;8:41:8;18:22:6;24:7:1;24:9:1;29:14:11;58:7:21;70:4:9	خَمْسَةِ;خُمُسَ;خَمْسَةٌ;خَٰمِسَةُ;خَٰمِسَةَ;خَمْسِينَ;خَمْسَةٍ	خَمْسَة;خُمُس;خَٰمِسَة;خَمْسِين	ok_source_exact	ok	source_exact	root_000439	root_000439	root_000439	root_000439		0	9	
خول	خ و ل	خ و ل	خول	8	5	4;6;24;33;39	4:23:7;6:94:10;24:61:40;24:61:43;33:50:22;33:50:24;39:8:11;39:49:8	خَٰلَٰتُ;خَوَّلْ;أَخْوَٰلِ;خَٰلَٰتِ;خَالِ;خَوَّلَ	خَٰلَٰت;خَوَّلَ;خَال	ok_source_exact	ok	source_exact	root_000448	root_000448	root_000448	root_000448		0	11	
دلل	د ل ل	د ل ل	دلل	8	6	7;20;25;28;34;61	7:22:1;20:40:6;20:120:7;25:45:16;28:12:8;34:7:5;34:14:6;61:10:5	دَلَّىٰ;أَدُلُّ;دَلِيلًا;نَدُلُّ;دَلَّ	دَلَّ;دَلِيل	ok_source_exact	ok	source_exact	root_000484	root_000484	root_000484	root_000484		0	6	
