qac_root_norm	frozen_root_norm	furuq_root_id	furuq_root_norm	furuq_source_root_norm	furuq_resolution	occurrences	statuses	root_correction_statuses	qac_match_modes	sample_refs	sample_surfaces	sample_qac_lemmas
ش ف ي	ش ف ي	root_000806	ش ف ي	ش ف ي	source_root_norm	5	same_word_same_root:5	disputed:5	surface_or_stem_match:5	9:14:12|10:57:10|16:69:18|17:82:7|41:44:21	يَشْفِ|شِفَآءٌ|شِفَآءٌۭ|شِفَاءٌ	يَشْفِ|شِفَآء
ش ق ق	ش ق ق	root_000807	ش ق ق	ش ق ق	source_root_norm	24	same_word_same_root:24	unchanged:24	surface_or_stem_match:24	2:74:26|2:137:19|2:176:16|4:35:4|4:115:3|8:13:4|8:13:10|11:89:6	يَشَّقَّقُ|شِقَاقٍۢ|شِقَاقٍۭ|شِقَاقَ|يُشَاقِقِ|شَآقُّوا۟|شِقَاقِي|أَشَقُّ	يَشَّقَّقُ|شِقَاق|شَآقُّ|شَآقُّ|شَآقُّ|أَشَقّ|ٱنشَقَّ|شَقَقْ|شَقّ
ش ق و	ش ق و	root_000808	ش ق و	ش ق و	source_root_norm	7	same_word_same_root:7	corrected:1|unchanged:6	surface_or_stem_match:7	11:105:11|11:106:4|19:4:17|19:32:9|19:48:18|87:11:3|92:15:4	شَقِيٌّ|شَقُوا|شَقِيًّا|ٱلْأَشْقَى	شَقِيّ|شَقُ|أَشْقَى
ش ك ر	ش ك ر	root_000810	ش ك ر	ش ك ر	source_root_norm	75	same_word_same_root:75	unchanged:75	surface_or_stem_match:75	2:52:8|2:56:7|2:152:5|2:158:29|2:172:11|2:185:59|2:243:33|3:123:15	تَشْكُرُونَ|ٱشْكُرُوا۟|شَاكِرٌ|يَشْكُرُونَ|ٱلشَّٰكِرِينَ|شَكَرْتُمْ|شَاكِرًا|الشَّاكِرِينَ	شَكَرَ|شَاكِر|شَكُور|مَّشْكُور|شُكُور|شَكَرَ|شَكَرَ|شَكَرَ|شُكْر
ش ك س	ش ك س	root_000811	ش ك س	ش ك س	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	39:29:7	مُتَشَٰكِسُونَ	مُتَشَٰكِسُون
ش ك ك	ش ك ك	root_000812	ش ك ك	ش ك ك	source_root_norm	15	same_word_same_root:15	unchanged:15	surface_or_stem_match:15	4:157:29|10:94:5|10:104:8|11:62:20|11:110:23|14:9:42|14:10:5|27:66:9	شَكٍّ|شَكٌّ|شَكٍّۢ|شَكٍّ	شَكّ
ش ك ل	ش ك ل	root_000813	ش ك ل	ش ك ل	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	38:58:4	شَكْلِهِۦٓ	شَكْل
ش ك و	ش ك و	root_000814	ش ك و	ش ك و	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	24:35:9|58:1:10	مِشْكَوٰةٍ|تَشْتَكِي	مِشْكَوٰة|تَشْتَكِىٓ
ش م ت	ش م ت	root_000816	ش م ت	ش م ت	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	7:150:38	تُشْمِتْ	تُشْمِتْ
ش م خ	ش م خ	root_000817	ش م خ	ش م خ	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	77:27:5	شَٰمِخَٰتٍۢ	شَٰمِخَٰت
ش م س	ش م س	root_000818	ش م س	ش م س	source_root_norm	33	same_word_same_root:33	unchanged:33	surface_or_stem_match:33	2:258:33|6:78:4|6:96:8|7:54:22|10:5:4|12:4:14|13:2:15|14:33:4	ٱلشَّمْسِ|ٱلشَّمْسَ|الشَّمْسَ|ٱلشَّمْسِ|ٱلشَّمْسُ|الشَّمْسِ|ٱلشَّمْسَ|ٱلشَّمْسُ	شَمْس|شَمْس|شَمْس
ش م ل	ش م ل	root_000819	ش م ل	ش م ل	source_root_norm	12	same_word_same_root:12	unchanged:12	surface_or_stem_match:12	6:143:16|6:144:15|7:17:15|16:48:15|18:17:16|18:18:13|34:15:13|50:17:8	ٱشْتَمَلَتْ|شَمَائِلِهِمْ|الشَّمَائِلِ|ٱلشِّمَالِ|شِمَالٍۢ|شِمَالِهِ	ٱشْتَمَلَتْ|شَمَآئِل|شِّمَال|شِّمَال|شِّمَال
ش ن ء	ش ن ء	root_000820	ش ن ء	ش ن أ	root_norm_unique	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	5:2:38|5:8:15|108:3:2	شَنَـَٔانُ|شَانِئَكَ	شَنَـَٔان|شَانِئ
ش ه ب	ش ه ب	root_000821	ش ه ب	ش ه ب	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	15:18:7|27:7:16|37:10:7|72:8:11|72:9:15	شِهَابٌ|شِهَابٍۢ|شِهَابٌۭ|شُهُبًۭا|شِهَابًۭا	شِهَاب|شُهُب
ش ه د	ش ه د	root_000822	ش ه د	ش ه د	source_root_norm	139	same_word_same_root:139	corrected:1|unchanged:138	surface_or_stem_match:139	2:23:18|2:84:18|2:133:3|2:140:27|2:143:9|2:143:16|2:185:18|2:204:11	شُهَدَآءَكُمْ|تَشْهَدُونَ|شُهَدَاءَ|شَهَٰدَةً|شُهَدَآءَ|شَهِيدًا|شَهِدَ|يُشْهِدُ	شَهِيد|شَهِدَ|شَهَٰدَة|شَهِيد|شَهِيد|أَشْهَدَ|ٱسْتَشْهِدُ|شَهِيد|شَهِيد|شَهِيد|شَهِيد|شَاهِد
ش ه ر	ش ه ر	root_000823	ش ه ر	ش ه ر	source_root_norm	21	same_word_same_root:21	unchanged:21	surface_or_stem_match:21	2:185:1|2:185:20|2:194:1|2:194:4|2:197:2|2:217:3|2:226:8|2:234:12	شَهْرُ|الشَّهْرَ|ٱلشَّهْرُ|ٱلشَّهْرِ|أَشْهُرٌ|أَشْهُرٍ|أَشْهُرٍۢ|شَهْرَيْنِ	شَهْر|شَهْر|شَهْر
ش ه ق	ش ه ق	root_000824	ش ه ق	ش ه ق	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	11:106:13|67:7:7	شَهِيقٌ|شَهِيقًۭا	شَهِيق
ش ه و	ش ه و	root_000825	ش ه و	ش ه و	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	7:81:5|21:102:8|27:55:5|41:31:13	شَهْوَةًۭ|ٱشْتَهَتْ|تَشْتَهِىٓ	شَهْوَة|ٱشْتَهَتْ
ش و ب	ش و ب	root_000826	ش و ب	ش و ب	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	37:67:7	شَوْبًۭا	شَوْب
ش و ر	ش و ر	root_000827	ش و ر	ش و ر	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	2:233:51|3:159:28|19:29:2|42:38:11	تَشَاوُرٍۢ|شَاوِرْهُمْ|أَشَارَتْ|شُورَىٰ	تَشَاوُر|شَاوِرْ|أَشَارَتْ|شُورَىٰ
ش و ظ	ش و ظ	root_000828	ش و ظ	ش و ظ	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	55:35:3	شُوَاظٌ	شُوَاظ
ش و ي	ش و ي	root_000830	ش و ي	ش و ي	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	18:29:35|70:16:3	يَشْوِى|الشَّوَىٰ	يَشْوِى|شَّوَىٰ
ش ي ء	ش ي ء	root_000831	ش ي ء	ش ي ء	source_root_norm	509	same_word_same_root:509	unchanged:509	surface_or_stem_match:509	2:20:18|2:20:30|2:29:21|2:35:15|2:48:9|2:58:11|2:70:16|2:90:19	شَآءَ|شَىْءٍۢ|شَىْءٍ|شِئْتُمَا|شَيْـًۭٔا|شِئْتُمْ|يَشَآءُ|يَشَاءُ	شَآءَ|شَىْء|شَىْء|شَىْء|شَآءَ|شَآءَ|شَآءَ|شَآءَ|شَآءَ|شَآءَ|شَآءَ|شَآءَ|شَآءَ
ش ي ب	ش ي ب	root_000833	ش ي ب	ش ي ب	source_root_norm	3	same_word_same_root:3	corrected:1|unchanged:2	surface_or_stem_match:3	19:4:10|30:54:19|73:17:9	شَيْبًا|شَيْبَةً|شِيبًا	شَيْب|شَيْبَة|شِيب
ش ي خ	ش ي خ	root_000834	ش ي خ	ش ي خ	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	11:72:11|12:78:8|28:23:29|40:67:22	شَيْخًا|شَيْخٌۭ|شُيُوخًۭا	شَيْخ
ش ي د	ش ي د	root_000835	ش ي د	ش ي د	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	4:78:10|22:45:19	مُشَيَّدَةٍ|مَشِيدٍ	مُّشَيَّدَة|مَّشِيد
ش ي ع	ش ي ع	root_000836	ش ي ع	ش ي ع	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	6:65:17|6:159:7|15:10:8|19:69:6|24:19:5|28:4:9|30:32:7|34:54:12	شِيَعًۭا|شِيَعًا|شِيَعِ|شِيعَةٍ|تَشِيعَ|أَشْيَاعِهِم|أَشْيَاعَكُمْ	شِيعَة|تَشِيعَ
ص ب ب	ص ب ب	root_000838	ص ب ب	ص ب ب	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	22:19:15|44:48:2|80:25:2|80:25:4|89:13:2	يُصَبُّ|صُبُّوا۟|صَبَبْنَا|صَبًّۭا|صَبَّ	صَبَّ|صَبَّ|صَبّ
ص ب ح	ص ب ح	root_000839	ص ب ح	ص ب ح	source_root_norm	41	same_word_same_root:41	unchanged:41	surface_or_stem_match:41	3:103:23|5:30:10|5:31:27|5:53:18|5:102:7|6:96:2|7:78:5|7:91:5	أَصْبَحْتُم|أَصْبَحَ|أَصْبَحُوا۟|ٱلْإِصْبَاحِ|ٱلصُّبْحُ|أَصْبَحُوا|مُّصْبِحِينَ|مُصْبِحِينَ	أَصْبَحَ|إِصْبَاح|صُبْح|صُبْح|مُصْبِحِين|مِصْبَاح|مِصْبَاح|صَبَاح|مِصْبَاح|صَبَّحَ
ص ب ر	ص ب ر	root_000840	ص ب ر	ص ب ر	source_root_norm	103	same_word_same_root:103	unchanged:103	surface_or_stem_match:103	2:45:4|2:61:7|2:153:7|2:153:13|2:155:20|2:175:13|2:177:58|2:249:75	ٱلصَّبْرِ|نَصْبِرَ|ٱلصَّٰبِرِينَ|أَصْبَرَهُمْ|صَبْرًۭا|تَصْبِرُوا|تَصْبِرُوا۟|الصَّابِرِينَ	صَبْر|صَبَرَ|صَابِر|صَابِرُ|صَابِرَة|صَابِر|صَبَّار|صَبَرَ|صَبْر|ٱصْطَبِرْ
ص ب غ	ص ب غ	root_000842	ص ب غ	ص ب غ	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	2:138:1|2:138:8|23:20:11	صِبْغَةَ|صِبْغَةًۭ|صِبْغٍ	صِبْغَة|صِبْغَة|صِبْغ
ص ب و	ص ب و	root_000843	ص ب و	ص ب و	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	19:12:10|19:29:11	صَبِيًّا	صَبِيّ
ص ح ب	ص ح ب	root_000844	ص ح ب	ص ح ب	source_root_norm	79	same_word_same_root:79	unchanged:79	surface_or_stem_match:79	2:39:9|2:82:8|2:119:12|2:217:65|2:257:21|2:275:51|3:116:16|4:36:29	أَصْحَٰبُ|أَصْحَٰبِ|ٱلصَّاحِبِ|أَصْحَٰبٌ|صَٰحِبَةٌ|أَصْحَٰبَ|صَاحِبِهِمْ|صَٰحِبِهِۦ	أَصْحَٰب|صَاحِب|صَٰحِبَة|أَصْحَٰب|أَصْحَٰب|تُصَٰحِبْ|أَصْحَٰب|أَصْحَٰب|أَصْحَٰب
ص ح ف	ص ح ف	root_000845	ص ح ف	ص ح ف	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	20:133:15|43:71:4|53:36:7|74:52:8|80:13:2|81:10:3|87:18:5|87:19:1	الصُّحُفِ|صِحَافٍۢ|صُحُفِ|صُحُفًۭا|صُحُفٍۢ|ٱلصُّحُفُ|ٱلصُّحُفِ|صُحُفًا	صُحُف|صِحَاف
ص خ ر	ص خ ر	root_000847	ص خ ر	ص خ ر	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	31:16:13|89:9:5	صَخْرَةٍ|ٱلصَّخْرَ	صَخْرَة|صَّخْر
ص د د	ص د د	root_000848	ص د د	ص د د	source_root_norm	42	same_word_same_root:42	unchanged:42	surface_or_stem_match:42	2:217:12|3:99:6|4:55:9|4:61:16|4:61:18|4:160:15|4:167:5|5:2:41	صَدٌّ|تَصُدُّونَ|صَدَّ|يَصُدُّونَ|صُدُودًا|صَدِّهِمْ|صَدُّوا۟|صَدُّوكُمْ	صَدّ|صَدَّ|صُدُود|صُدُّ|صَدِيد
ص د ر	ص د ر	root_000849	ص د ر	ص د ر	source_root_norm	46	same_word_same_root:46	unchanged:46	surface_or_stem_match:46	3:29:6|3:118:24|3:119:35|3:154:74|3:154:86|4:90:13|5:7:24|6:125:8	صُدُورِكُمْ|صُدُورُهُمْ|ٱلصُّدُورِ|الصُّدُورِ|صَدْرَهُ|صَدْرِكَ|صُدُورِهِم|صُدُورَ	صَدْر|صَدْر|صَدْر|يُصْدِرَ|يَصْدُرُ
ص د ع	ص د ع	root_000850	ص د ع	ص د ع	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	15:94:2|59:21:10|86:12:4	ٱصْدَعْ|مُّتَصَدِّعًۭا|ٱلصَّدْعِ	ٱصْدَعْ|مُّتَصَدِّع|صَّدْع
ص د ف	ص د ف	root_000851	ص د ف	ص د ف	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	6:46:25|6:157:31|6:157:35|6:157:43	يَصْدِفُونَ|صَدَفَ	صَدَفَ|صَدَفَ|صَدَفَ|صَدَفَ
ص د ق	ص د ق	root_000852	ص د ق	ص د ق	source_root_norm	140	same_word_same_root:140	unchanged:140	surface_or_stem_match:140	2:23:24|2:31:18|2:41:6|2:89:8|2:91:25|2:94:18|2:97:15|2:101:8	صَٰدِقِينَ|مُصَدِّقًۭا|مُصَدِّقٌۭ|مُصَدِّقًا|مُصَدِّقٌ|صَدَقُوا۟|صَدَقَةٍ|تَصَدَّقُوا۟	صَادِق|مُصَدِّق|صَدَقَ|صَدَقَة|تَصَدَّقَ|صِدِّيق|أَصْدَق|مُصَدِّق|مُصَدِّق
ص د ي	ص د ي	root_000853	ص د ي	ص د ي	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	8:35:10|80:6:4	تَصْدِيَةً|تَصَدَّىٰ	تَصْدِيَة|تَصَدَّىٰ
ص ر ح	ص ر ح	root_000854	ص ر ح	ص ر ح	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	27:44:5|27:44:17|28:38:23|40:36:8	ٱلصَّرْحَ|صَرْحٌۭ|صَرْحًۭا	صَرْح|صَرْح|صَرْح
ص ر خ	ص ر خ	root_000855	ص ر خ	ص ر خ	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	14:22:38|14:22:43|36:43:7	مُصْرِخِكُمْ|مُصْرِخِيَّ|صَرِيخَ	مُصْرِخ|مُصْرِخ|صَرِيخ
ص ر ر	ص ر ر	root_000856	ص ر ر	ص ر ر	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	3:117:12|45:8:7|51:29:5|71:7:17	صِرٌّ|يُصِرُّ|صَرَّةٍۢ|أَصَرُّوا۟	صِرّ|أَصَرُّ|صَرَّة
ص ر ص ر	ص ر ص ر	root_000857	ص ر ص ر	ص ر ص ر	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	41:16:5|54:19:5|69:6:8	صَرْصَرًۭا|صَرْصَرٍ	صَرْصَر
ص ر ط	ص ر ط	root_000858	ص ر ط	ص ر ط	source_root_norm	29	same_word_same_root:29	unchanged:29	surface_or_stem_match:29	1:7:1|2:142:22|2:213:57|3:51:9|3:101:22|4:175:20|6:39:20|6:87:13	صِرَٰطَ|صِرَٰطٍۢ|صِرَٰطٌۭ|صِرَٰطًۭا|صِرَٰطٍ|صِرَٰطُ|صِرَٰطِ|صِرَٰطٌ	صِرَٰط
ص ر ع	ص ر ع	root_000859	ص ر ع	ص ر ع	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	69:7:13	صَرْعَىٰ	صَرْعَىٰ
ص ر ف	ص ر ف	root_000860	ص ر ف	ص ر ف	source_root_norm	30	same_word_same_root:30	unchanged:30	surface_or_stem_match:30	2:164:43|3:152:36|6:16:2|6:46:21|6:65:25|6:105:4|7:47:3|7:58:18	تَصْرِيفِ|صَرَفَكُمْ|يُصْرَفْ|نُصَرِّفُ|صُرِفَتْ|سَأَصْرِفُ|ٱنصَرَفُوا۟|صَرَفَ	تَصْرِيف|صَرَفَ|صَرَّفْ|ٱنصَرَفُ|مَصْرُوف|مَصْرِف|صَرْف
ص ر م	ص ر م	root_000861	ص ر م	ص ر م	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	68:20:4|68:22:7	ٱلصَّرِيمِ|صَٰرِمِينَ	صَّرِيم|صَٰرِمِين
ص ع د	ص ع د	root_000862	ص ع د	ص ع د	source_root_norm	8	same_word_same_root:8	unchanged:8	surface_or_stem_match:8	4:43:45|5:6:52|6:125:21|18:8:7|18:40:17|35:10:11|72:17:12|74:17:2	صَعِيدًۭا|صَعِيدَاً|يَصَّعَّدُ|يَصْعَدُ|صَعَدًا|صَعُودًا	صَعِيد|يَصَّعَّدُ|يَصْعَدُ|صَعَد|صَعُود
ص ع ر	ص ع ر	root_000863	ص ع ر	ص ع ر	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	31:18:3	تُصَعِّرْ	تُصَعِّرْ
ص ع ق	ص ع ق	root_000864	ص ع ق	ص ع ق	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	7:143:41|39:68:6|41:13:7|41:13:9|41:17:13|52:45:8	صَعِقًۭا|صَعِقَ|صَٰعِقَةً|صَٰعِقَةِ|صَٰعِقَةُ|يُصْعَقُونَ	صَعِق|صَعِقَ|صَاعِقَة|صَاعِقَة|صَاعِقَة
ص غ ر	ص غ ر	root_000865	ص غ ر	ص غ ر	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	2:282:108|6:124:23|7:119:6|9:29:36|9:121:5|10:61:40|17:24:16|18:49:19	صَغِيرًا|صَغَارٌ|صَٰغِرِينَ|صَٰغِرُونَ|صَغِيرَةً|أَصْغَرَ|صَغِيرًۭا|صَغِيرَةًۭ	صَغِير|صَغَار|صَٰغِرُون|صَغِيرَة|أَصْغَر
ص غ و	ص غ و	root_000866	ص غ و	ص غ و	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	6:113:3|66:4:7	تَصْغَىٰ|صَغَتْ	صَغَتْ
ص ف ح	ص ف ح	root_000867	ص ف ح	ص ف ح	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	5:13:35|15:85:19|15:85:20|43:5:5|43:89:2	ٱصْفَحْ|ٱصْفَحِ|ٱلصَّفْحَ|صَفْحًا	يَصْفَحُ|يَصْفَحُ|صَفْح|صَفْح
ص ف د	ص ف د	root_000868	ص ف د	ص ف د	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	14:49:7|38:38:5	ٱلْأَصْفَادِ	أَصْفَاد
ص ف ر	ص ف ر	root_000869	ص ف ر	ص ف ر	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	2:69:14|30:51:8|39:21:24|57:20:29|77:33:3	صَفْرَآءُ|مُصْفَرًّا|مُصْفَرًّۭا|مُصْفَرًّۭا|صُفْرٌۭ	صَفْرَآء|مُصْفَرّ|صُفْر
ص ف ص ف	ص ف ص ف	root_000870	ص ف ص ف	ص ف ص ف	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	20:106:4	صَفْصَفًۭا	صَفْصَف
ص ف ف	ص ف ف	root_000871	ص ف ف	ص ف ف	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	18:48:5|20:64:6|22:36:16|24:41:14|37:1:3|52:20:4|61:4:8|78:38:6	صَفًّۭا|صَوَآفَّ|صَٰٓفَّٰتٍۢ|صَفًّۭا|مَصْفُوفَةٍ|صَفًّا|مَصْفُوفَةٌۭ	صَفّ|صَوَآفّ|صَٰٓفَّٰت|مَصْفُوفَة|صَفّ|صَفّ
ص ف و	ص ف و	root_000873	ص ف و	ص ف و	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	2:130:14|2:132:12|2:264:30|3:33:3|7:144:5|22:75:2|27:59:10|35:32:5	ٱصْطَفَيْنَٰهُ|ٱصْطَفَىٰ|صَفْوَانٍ|ٱصْطَفَىٰٓ|ٱصْطَفَيْتُكَ|يَصْطَفِى|ٱصْطَفَيْنَا|أَصْطَفَى	ٱصْطَفَىٰ|صَفْوَان|مُّصَفًّى
ص ك ك	ص ك ك	root_000874	ص ك ك	ص ك ك	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	51:29:7	صَكَّتْ	صَكَّتْ
ص ل ب	ص ل ب	root_000875	ص ل ب	ص ل ب	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	4:157:16|12:41:14|86:7:4	صَلَبُوهُ|يُصْلَبُ|ٱلصُّلْبِ	صَلَبُ|صُّلْب
ص ل ح	ص ل ح	root_000876	ص ل ح	ص ل ح	source_root_norm	70	same_word_same_root:70	unchanged:70	surface_or_stem_match:70	2:11:13|2:62:20|2:160:5|2:182:10|2:220:10|2:220:24|2:228:37|3:89:8	مُصْلِحُونَ|صَٰلِحًۭا|أَصْلَحُوا۟|أَصْلَحَ|إِصْلَاحٌ|ٱلْمُصْلِحِ|إِصْلَٰحًا|أَصْلَحَا	مُصْلِح|صَٰلِح|أَصْلَحَ|إِصْلَٰح|صُلْح|صُلْح|صَٰلِح2|صَلَحَ
ص ل د	ص ل د	root_000877	ص ل د	ص ل د	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	2:264:38	صَلْدًۭا	صَلْد
ص ل ص ل	ص ل ص ل	root_000878	ص ل ص ل	ص ل ص ل	source_root_norm	3	same_word_same_root:3	disputed:3	surface_or_stem_match:3	15:26:7|15:33:10|55:14:4	صَلْصَٰلٍۢ	صَلْصَٰل
ص ل و	ص ل و	root_000879	ص ل و	ص ل و	source_root_norm	7	same_word_same_root:7	disputed:7	surface_or_stem_match:7	2:125:15|2:157:3|9:99:19|22:40:27|75:31:6|87:15:6|96:10:3	مُصَلًّى|صَلَوَٰتٌۭ|صَلَوَٰتِ|صَلَوَٰتٌ|صَلَّىٰ|صَلَّىٰٓ	مُصَلًّى|صَلَوٰة|صَلَّىٰ
ص ل ي	ص ل ي	root_000880	ص ل ي	ص ل ي	source_root_norm	6	same_word_same_root:6	disputed:6	surface_or_stem_match:6	19:70:10|37:163:4|38:59:10|56:94:2|69:31:3|83:16:4	صِلِيًّا|صَالِ|صَالُوا۟|تَصْلِيَةُ|صَلُّوهُ	صِلِيّ|صَال|صَالُوا|تَصْلِيَة|صَلُّ
ص م ت	ص م ت	root_000881	ص م ت	ص م ت	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	7:193:13	صَٰمِتُونَ	صَٰمِتُون
ص م د	ص م د	root_000882	ص م د	ص م د	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	112:2:2	ٱلصَّمَدُ	صَّمَد
ص م ع	ص م ع	root_000883	ص م ع	ص م ع	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	22:40:23	صَوَٰمِعُ	صَوَٰمِع
ص م م	ص م م	root_000884	ص م م	ص م م	source_root_norm	15	same_word_same_root:15	unchanged:15	surface_or_stem_match:15	2:18:1|2:171:17|5:71:9|5:71:17|6:39:6|8:22:6|10:42:9|11:24:6	صُمٌّۢ|صُمٌّ|صَمُّوا۟|ٱلصُّمُّ|ٱلصُّمَّ|ٱلْأَصَمِّ|صُمًّۭا|ٱلصُّمَّ	أَصَمّ|صَمُّ|صَمُّ|أَصَمَّ
ص ن ع	ص ن ع	root_000885	ص ن ع	ص ن ع	source_root_norm	20	same_word_same_root:20	unchanged:20	surface_or_stem_match:20	5:14:31|5:63:16|7:137:29|11:16:13|11:37:2|11:38:2|13:31:42|16:112:30	يَصْنَعُونَ|يَصْنَعُ|صَنَعُوا۟|ٱصْنَعِ|صُنْعًا|تُصْنَعَ|ٱصْطَنَعْتُكَ|صَنَعُوٓا۟	صَنَعُ|صُنْع|ٱصْطَنَعْ|صَنَعُ|صَنَعُ|صَنْعَة|مَصَانِع
ص ن م	ص ن م	root_000886	ص ن م	ص ن م	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	6:74:9|7:138:13|14:35:16|21:57:6|26:71:3	أَصْنَامًا|أَصْنَامٍۢ|ٱلْأَصْنَامَ|أَصْنَٰمَكُمْ|أَصْنَامًۭا	أَصْنَام
