rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
77	PF0077	0.4979	fire / light / spark / lantern	26	1,2,3,4,5,6,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ص ب ح ض ب ح ع د و ق ب ر ق د ح ك ن د ن ق ع و ر ي	ح ب ب:B011@8:نار الحباحب شرر لا ينتفع به | ح ص ل:B004@10:موضع يجتمع فيه الطعام في جوف الطائر | ص ب ح:B005@3:المصباح والسراج | ض ب ح:B003@1:إحراق أعالي العود | ك ن د:B002@6:كفران النعمة والمودة	خ ي ر:B006@8:استدراج الحيوان من جحره | ض ب ح:B004@1:تغير اللون إلى السواد | ق د ح:B001@2:إيراء النار بالقدح | ق د ح:B002@2:نقر الشيء وعيبه | و ر ي:B002@2:نار كامنة تخرج من الزند	P0953	P0953[ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004 ; ص ب ح:B005→ح ب ب:B011 ; ص ب ح:B005→ك ن د:B002 ; ض ب ح:B003→ق د ح:B005] | P0131[ق د ح:B002→ق ب ر:B002 ; ث و ر:B001→ق ب ر:B002 ; ج م ع:B001→ق ب ر:B002 ; ج م ع:B001→ح ص ل:B001 ; ث و ر:B001→ن ق ع:B004 ; ض ب ح:B003→ق د ح:B002 ; ض ب ح:B003→ح ب ب:B011 ; ص ب ح:B005→ح ب ب:B011 ; ص ب ح:B005→ك ن د:B002] | P0201[و ر ي:B002→ق د ح:B001 ; ض ب ح:B003→ق د ح:B001 ; ض ب ح:B003→ح ب ب:B011 ; ص ب ح:B005→ح ب ب:B011 ; ص ب ح:B005→ك ن د:B002 ; ر ب ب:B002→ك ن د:B002 ; ر ب ب:B002→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ح ب ب:B011→ح ص ل:B004] | P0693[ك ن د:B002→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B003→ن ق ع:B009 ; ج م ع:B005→ق ب ر:B004 ; ص ب ح:B005→ك ن د:B002 ; ص ب ح:B005→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004 ; ض ب ح:B003→ح ب ب:B011]
78	PF0078	0.4978	storage / container / vessel / overcast	13	1,2,3,4,5,6,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ج م ع:B012@5:عظم الشيء كأنه جامع ممتلئ | ح ب ب:B007@8:الحب جرة عظيمة أو موضعها | ر ب ب:B008@6,11:رباب السحاب	ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ث و ر:B006@4:ثور اسما لمكان أو قوم أو برج | خ ب ر:B005@11:اللِّين في النبات والوبر والزبد | ص د ر:B006@10:الطائفة من الشيء | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ع ل م:B006@9:طائر جارح يسمى العلام | ق ب ر:B003@9:القُبَّرة الطائر | و س ط:B006@5:قطع الشيء نصفين	P0848	P0848[ر ب ب:B008→ح ب ب:B007 ; ث و ر:B006→ر ب ب:B008 ; ث و ر:B006→ق ب ر:B003 ; ج م ع:B012→ح ب ب:B007 ; ج م ع:B012→ص د ر:B006 ; ر ب ب:B008→خ ب ر:B005 ; ع د و:B011→خ ب ر:B005] | P0359[ر ب ب:B008→ح ب ب:B007 ; ث و ر:B006→ر ب ب:B008 ; ث و ر:B006→ق ب ر:B003 ; ج م ع:B012→ح ب ب:B007 ; ج م ع:B012→ص د ر:B006 ; و س ط:B006→ص د ر:B006 ; و س ط:B006→ك ن د:B001 ; ع ل م:B006→ق ب ر:B003 ; غ ي ر:B004→ع ل م:B006] | P0381[ر ب ب:B008→ح ب ب:B007 ; ث و ر:B006→ر ب ب:B008 ; ث و ر:B006→ق ب ر:B003 ; ع ل م:B006→ق ب ر:B003 ; ص ب ح:B007→ع ل م:B006 ; و ر ي:B008→ص ب ح:B007 ; و ر ي:B008→خ ب ر:B003 ; ج م ع:B012→ح ب ب:B007 ; ج م ع:B012→ص د ر:B006] | P1059[ج م ع:B012→ح ب ب:B007 ; ث و ر:B005→ج م ع:B012 ; ق د ح:B002→ج م ع:B012 ; ض ب ح:B003→ق د ح:B002 ; ج م ع:B012→ص د ر:B006 ; ر ب ب:B008→ح ب ب:B007]
79	PF0079	0.4966	anger / favorite / knowledge / confidant	39	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش ه د ص د ر ع د و ع ل م غ ي ر ق ب ر ق د ح ن ق ع و ر ي و س ط	ء ن س:B006@6:ابن الإنس للنفس والصفوة | ع ل م:B001@9:انكشاف الشيء للعارف | ق ب ر:B004@9:طرف الأنف في الغضب | ن ق ع:B009@4:نقعه بالشتم القبيح	ج م ع:B005@5:قبضة الكف إذا ضمت الأصابع | خ ب ر:B001@11:العلم بالخبر وباطن الأمر | ر ب ب:B003@6,11:علم رباني | ش ه د:B002@7:البيان بعلم | ع د و:B005@1:العَدْوى في طلب الإنصاف | ق د ح:B003@2:طعن في النسب | و س ط:B002@5:موضع الوسط بين الأطراف	P0060	P0060[ع د و:B005→ء ن س:B006 ; ء ن س:B006→ع ل م:B001 ; ع ل م:B001→خ ب ر:B001 ; ء ن س:B006→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B003→ن ق ع:B009 ; ج م ع:B005→ق ب ر:B004 ; ش ه د:B002→خ ب ر:B001 ; ر ب ب:B003→ع ل م:B001] | P0658[ج م ع:B004→ش ه د:B001 ; و س ط:B002→ج م ع:B004 ; و س ط:B002→ق ب ر:B004 ; ء ن س:B006→ق ب ر:B004 ; ء ن س:B006→ع ل م:B001 ; ع ل م:B001→خ ب ر:B001 ; و ر ي:B005→خ ب ر:B001 ; و ر ي:B005→ح ص ل:B001] | P0024[ء ن س:B006→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B003→ن ق ع:B009 ; ق د ح:B003→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; ء ن س:B006→ع ل م:B001 ; ع ل م:B001→خ ب ر:B001 ; ش ه د:B002→خ ب ر:B001 ; غ ي ر:B004→ج م ع:B013] | P0795[ج م ع:B005→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ن ق ع:B009→ب ع ث ر:B003 ; ب ع ث ر:B003→ص د ر:B002 ; ق د ح:B007→ص د ر:B002 ; ء ن س:B006→ق ب ر:B004 ; ع د و:B005→ء ن س:B006]
80	PF0080	0.4964	abundance / aggression / copiousness / violation	13	1,2,3,4,5,6,7,8,9,10,11	ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش د د ش ه د ص ب ح ض ب ح ع د و ع ل م ن ق ع و ر ي	خ ب ر:B004@11:الغزر في المزادة والناقة | ش د د:B003@8:شد الحملة والعدو | ص ب ح:B008@3:الناقة المصباح | ع د و:B001@1:مجاوزة الحد والظلم | و ر ي:B004@2:شحم وار وسمن ظاهر	ح ب ب:B001@8:الحبة التي تنبت وتحمل الحب | ح ب ب:B007@8:الحب جرة عظيمة أو موضعها | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ر ب ب:B014@6,11:رَبْرَب قطيع | ش ه د:B007@7:الشَّهْد في الشمع | ن ق ع:B006@4:سم ناقع ثابت أو قاتل	P0926	P0926[ع د و:B001→خ ب ر:B004 ; و ر ي:B004→خ ب ر:B004 ; ص ب ح:B008→خ ب ر:B004 ; ع د و:B001→ش د د:B003 ; و ر ي:B004→ن ق ع:B006 ; و ر ي:B004→ح ب ب:B001] | P0188[ث و ر:B004→ر ب ب:B014 ; ر ب ب:B014→ح ب ب:B010 ; ص ب ح:B008→ح ب ب:B010 ; ص ب ح:B008→خ ب ر:B004 ; و ر ي:B004→خ ب ر:B004 ; ع د و:B001→خ ب ر:B004 ; ع د و:B001→ش د د:B003 ; ش ه د:B007→ش د د:B003 ; ش ه د:B007→ح ص ل:B005] | P0601[ر ب ب:B013→ع ل م:B005 ; ث و ر:B007→ر ب ب:B013 ; ث و ر:B007→ح ب ب:B008 ; ن ق ع:B006→ح ب ب:B008 ; و ر ي:B004→ن ق ع:B006 ; و ر ي:B004→خ ب ر:B004 ; ص ب ح:B008→خ ب ر:B004 ; ع د و:B001→خ ب ر:B004] | P0677[ج م ع:B012→ح ب ب:B007 ; ث و ر:B005→ج م ع:B012 ; ث و ر:B005→ر ب ب:B014 ; ص ب ح:B008→ر ب ب:B014 ; ص ب ح:B008→خ ب ر:B004 ; و ر ي:B004→خ ب ر:B004 ; ع د و:B001→خ ب ر:B004 ; ع د و:B001→ش د د:B003]
81	PF0081	0.4961	blood / water / quenching / drink	30	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق د ح ن ق ع و ر ي	ح ب ب:B006@8:الري حتى الامتلاء | ر ب ب:B009@6,11:شاة رُبّى وحداثة | ش ه د:B006@7:الخارج عند الولادة والإدراك | ص ب ح:B003@3:الصبوح	ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ع د و:B006@1:العَدْوى في انتقال الداء | ق د ح:B006@2:قدح الشرب | ن ق ع:B002@4:ماء ينقع الغلة ويروي | و ر ي:B001@2:داء يأكل الجوف أو يصيب الرئة | و ر ي:B007@2:ولد الولد يأتي من وراء الابن	P0538	P0538[ق د ح:B006→ص ب ح:B003 ; ص ب ح:B003→ح ب ب:B006 ; ر ب ب:B009→ح ب ب:B006 ; ر ب ب:B009→ش ه د:B006 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ض ب ح:B003→ق د ح:B006 ; و ر ي:B001→ح ب ب:B006] | P0265[ر ب ب:B009→ش ه د:B006 ; ر ب ب:B009→ح ب ب:B006 ; ن ق ع:B002→ح ب ب:B006 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ص ب ح:B002→ن ق ع:B002 ; و ر ي:B001→ح ب ب:B006 ; ض ب ح:B001→ص ب ح:B002 ; ض ب ح:B001→ب ع ث ر:B003] | P0749[ص ب ح:B009→ح ب ب:B006 ; ر ب ب:B009→ح ب ب:B006 ; ر ب ب:B009→ش ه د:B006 ; ض ب ح:B004→ص ب ح:B009 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ض ب ح:B004→و ر ي:B002 ; و ر ي:B002→ق د ح:B001] | P2558[ع د و:B011→ح ب ب:B010 ; ع د و:B011→ر ب ب:B012 ; ص ب ح:B008→ح ب ب:B010]
82	PF0082	0.4956	fire / fruit / date / palm	43	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ن ق ع و ر ي	ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | خ ي ر:B006@8:استدراج الحيوان من جحره | ض ب ح:B003@1:إحراق أعالي العود	ر ب ب:B009@6,11:شاة رُبّى وحداثة | ر ب ب:B012@6,11:ربة نبات | ر ب ب:B017@6,11:رباني الملاحين | ش ه د:B006@7:الخارج عند الولادة والإدراك | ش ه د:B007@7:الشَّهْد في الشمع | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ق د ح:B001@2:إيراء النار بالقدح | ق د ح:B002@2:نقر الشيء وعيبه	P1295	P1295[ض ب ح:B003→ق د ح:B008 ; ض ب ح:B003→خ ي ر:B006 ; خ ي ر:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ر ب ب:B017→ح ص ل:B005] | P0138[ش ه د:B007→ش د د:B002 ; ش ه د:B007→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ج م ع:B011→ر ب ب:B012 ; ع د و:B011→ر ب ب:B012 ; ق د ح:B002→ش د د:B002 ; ق د ح:B002→ق ب ر:B002 ; ث و ر:B001→ق ب ر:B002 ; ث و ر:B001→ن ق ع:B004] | P0182[ر ب ب:B009→ش ه د:B006 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; خ ي ر:B006→ح ص ل:B005 ; ض ب ح:B003→خ ي ر:B006 ; ض ب ح:B003→ق د ح:B007 ; ق د ح:B007→ص د ر:B002 ; ب ع ث ر:B003→ص د ر:B002 ; ص ب ح:B007→ب ع ث ر:B003] | P0205[و ر ي:B002→ق د ح:B001 ; ق د ح:B001→ص ب ح:B003 ; ص ب ح:B003→ح ب ب:B006 ; ر ب ب:B006→ح ب ب:B006 ; ض ب ح:B003→ق د ح:B001 ; ض ب ح:B003→خ ي ر:B006 ; خ ي ر:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ش ه د:B007→ح ص ل:B005]
83	PF0083	0.493	color / blood / afterbirth / blackening	19	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م ق د ح و ر ي	ر ب ب:B009@6,11:شاة رُبّى وحداثة | ش ه د:B006@7:الخارج عند الولادة والإدراك | ص ب ح:B006@3:الصُّبْحة والصباحة | ض ب ح:B004@1:تغير اللون إلى السواد	ب ع ث ر:B001@9:قلب التراب وكشف المدفون | ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | و ر ي:B007@2:ولد الولد يأتي من وراء الابن	P1765	P1765[ص ب ح:B006→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; ض ب ح:B004→ص ب ح:B006 ; ش ه د:B006→ح ص ل:B005 ; و ر ي:B007→ش ه د:B006] | P0528[ص ب ح:B006→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; ض ب ح:B004→ص ب ح:B006 ; ش ه د:B006→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ح ب ب:B002→ب ع ث ر:B001 ; ء ن س:B003→ح ب ب:B002] | P0670[ض ب ح:B004→ص ب ح:B006 ; ص ب ح:B006→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; ش ه د:B006→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ق د ح:B007→ح ص ل:B005 ; ق د ح:B007→ص د ر:B002 ; ب ع ث ر:B003→ص د ر:B002] | P0897[ص ب ح:B006→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; ض ب ح:B004→ص ب ح:B006 ; ش ه د:B006→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; و ر ي:B007→ش ه د:B006 ; و ر ي:B007→ص د ر:B003]
84	PF0084	0.4924	blood / afterbirth / puberty / coming	4	1,2,3,4,6,7,11	خ ب ر ر ب ب ش ه د ص ب ح ض ب ح ن ق ع و ر ي	ر ب ب:B009@6,11:شاة رُبّى وحداثة | ش ه د:B006@7:الخارج عند الولادة والإدراك | ص ب ح:B002@3:الإتيان صباحا | ن ق ع:B002@4:ماء ينقع الغلة ويروي	خ ب ر:B002@11:لين الأرض ومائها | ر ب ب:B005@6,11:ربيب وربيبة ورابة | ص ب ح:B004@3:يوم الصباح | ض ب ح:B001@1:صوت الضباح | ض ب ح:B003@1:إحراق أعالي العود | و ر ي:B007@2:ولد الولد يأتي من وراء الابن	P2457	P2457[ص ب ح:B002→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; ض ب ح:B003→ص ب ح:B002] | P2078[ص ب ح:B002→ش ه د:B006 ; و ر ي:B007→ش ه د:B006 ; و ر ي:B007→ر ب ب:B005 ; ص ب ح:B002→ن ق ع:B002] | P2429[ص ب ح:B004→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; ض ب ح:B001→ص ب ح:B004] | P1774[ص ب ح:B002→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; ص ب ح:B002→ن ق ع:B002 ; ن ق ع:B002→خ ب ر:B002]
85	PF0085	0.4919	fire / nick / land_water_sky/fire_heat / scorch	4	1,2,5,6,7,8,9,11	ب ع ث ر ج م ع ر ب ب ش د د ش ه د ض ب ح ق د ح	ش د د:B002@8:شدة القوة والصلابة | ض ب ح:B003@1:إحراق أعالي العود | ق د ح:B002@2:نقر الشيء وعيبه	ب ع ث ر:B002@9:تبديد المتاع وقلب بعضه على بعض | ج م ع:B008@5:القيد الذي يجمع اليدين إلى العنق | ج م ع:B013@5:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B002@6,11:إصلاح وتربية وإتمام | ر ب ب:B009@6,11:شاة رُبّى وحداثة | ر ب ب:B010@6,11:ربابة تجمع القداح | ش ه د:B006@7:الخارج عند الولادة والإدراك	P2453	P2453[ر ب ب:B002→ش د د:B002 ; ق د ح:B002→ش د د:B002 ; ض ب ح:B003→ق د ح:B002] | P1582[ق د ح:B002→ش د د:B002 ; ش ه د:B006→ش د د:B002 ; ر ب ب:B009→ش ه د:B006 ; ض ب ح:B003→ق د ح:B002] | P1875[ج م ع:B008→ر ب ب:B010 ; ق د ح:B002→ج م ع:B008 ; ض ب ح:B003→ق د ح:B002 ; ق د ح:B002→ش د د:B002] | P1999[ش د د:B002→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; ق د ح:B002→ش د د:B002 ; ض ب ح:B003→ق د ح:B002]
86	PF0086	0.4919	overcast / avian / lark / songbird	3	1,3,4,5,6,9,10,11	ث و ر ج م ع ح ص ل ر ب ب ص ب ح ض ب ح ع د و ق ب ر	ث و ر:B006@4:ثور اسما لمكان أو قوم أو برج | ر ب ب:B008@6,11:رباب السحاب | ق ب ر:B003@9:القُبَّرة الطائر	ج م ع:B001@5:ضم المتفرق حتى يصير شيئا مجموعا | ح ص ل:B001@10:جمع الشيء حتى يظهر حاصله | ص ب ح:B006@3:الصُّبْحة والصباحة | ض ب ح:B004@1:تغير اللون إلى السواد | ع د و:B010@1:العَدْواء في صلابة المكان واضطرابه	P2397	P2397[ع د و:B010→ر ب ب:B008 ; ث و ر:B006→ر ب ب:B008 ; ث و ر:B006→ق ب ر:B003] | P1868[ث و ر:B006→ر ب ب:B008 ; ج م ع:B001→ر ب ب:B008 ; ث و ر:B006→ق ب ر:B003 ; ج م ع:B001→ح ص ل:B001] | P2244[ض ب ح:B004→ص ب ح:B006 ; ض ب ح:B004→ر ب ب:B008 ; ث و ر:B006→ر ب ب:B008 ; ث و ر:B006→ق ب ر:B003]
87	PF0087	0.4913	color / expression / language / blackening	9	1,2,3,5,6,7,8,9,11	ء ن س ج م ع ح ب ب خ ب ر ش د د ش ه د ص ب ح ض ب ح ع د و ع ل م ق د ح و ر ي	ء ن س:B005@6:إنسان العين وصورة الإنسان في السواد | ش ه د:B005@7:اللسان الشاهد | ض ب ح:B004@1:تغير اللون إلى السواد	ج م ع:B003@5:عزم محكم جمع الرأي بعد تفرقه | ش د د:B005@8:شد النهار وارتفاعه | ص ب ح:B001@3:الصبح وأول النهار | ص ب ح:B006@3:الصُّبْحة والصباحة | ص ب ح:B009@3:ظروف الصباح | ق د ح:B010@2:اقتداح الأمر بالنظر والتدبير | و ر ي:B002@2:نار كامنة تخرج من الزند	P2011	P2011[ض ب ح:B004→ص ب ح:B006 ; ض ب ح:B004→ء ن س:B005 ; ء ن س:B005→ش ه د:B005 ; ض ب ح:B004→و ر ي:B002] | P0880[ق د ح:B010→ج م ع:B003 ; ق د ح:B010→ش د د:B005 ; ص ب ح:B001→ش د د:B005 ; ق د ح:B010→ش ه د:B005 ; ء ن س:B005→ش ه د:B005 ; ض ب ح:B005→ش د د:B005 ; ض ب ح:B005→ع ل م:B007] | P1136[ض ب ح:B004→ص ب ح:B006 ; ض ب ح:B004→ء ن س:B005 ; ء ن س:B005→ش ه د:B005 ; ش ه د:B005→خ ب ر:B001 ; ع ل م:B001→خ ب ر:B001 ; و ر ي:B005→خ ب ر:B001] | P1612[ض ب ح:B004→ص ب ح:B006 ; ض ب ح:B004→ء ن س:B005 ; ء ن س:B005→ش ه د:B005 ; ص ب ح:B006→ش د د:B003 ; ع د و:B003→ش د د:B003]
88	PF0088	0.4899	solid / storage / container / vessel	5	1,2,4,5,6,8,11	ث و ر ج م ع ح ب ب خ ب ر ر ب ب ع د و ق د ح و ر ي	ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ج م ع:B012@5:عظم الشيء كأنه جامع ممتلئ | ح ب ب:B007@8:الحب جرة عظيمة أو موضعها	خ ب ر:B004@11:الغزر في المزادة والناقة | ر ب ب:B005@6,11:ربيب وربيبة ورابة | ر ب ب:B010@6,11:ربابة تجمع القداح | ر ب ب:B011@6,11:ربابة عهد وميثاق | ر ب ب:B016@6,11:رُبَى حاجة وعقدة ونعمة | ع د و:B008@1:العِداء في تعاقب الصيد | ق د ح:B005@2:غرف ما في القدر | و ر ي:B004@2:شحم وار وسمن ظاهر | و ر ي:B007@2:ولد الولد يأتي من وراء الابن	P2388	P2388[ث و ر:B005→ج م ع:B012 ; ج م ع:B012→ح ب ب:B007 ; ر ب ب:B016→ح ب ب:B007] | P1370[و ر ي:B004→خ ب ر:B004 ; ح ب ب:B007→خ ب ر:B004 ; ج م ع:B012→ح ب ب:B007 ; ث و ر:B005→ج م ع:B012] | P2025[ق د ح:B005→ر ب ب:B010 ; ث و ر:B005→ر ب ب:B010 ; ث و ر:B005→ج م ع:B012 ; ج م ع:B012→ح ب ب:B007] | P2108[ر ب ب:B005→ح ب ب:B007 ; و ر ي:B007→ر ب ب:B005 ; ج م ع:B012→ح ب ب:B007 ; ث و ر:B005→ج م ع:B012]
89	PF0089	0.4893	division / cutting / space_form_boundary/boundary / discontinuity	19	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ي ر ر ب ب ش د د ش ه د ص د ر ض ب ح ع د و غ ي ر ق د ح ك ن د و س ط	ر ب ب:B001@6,11:ربوبية وملك وسيادة | ش د د:B001@8:شد العقد والوثاق | ك ن د:B001@6:القطع والانفصال | و س ط:B006@5:قطع الشيء نصفين	ب ع ث ر:B002@9:تبديد المتاع وقلب بعضه على بعض | ج م ع:B009@5:اكتمال الشيء كله بلا تفرق أو نقص | ح ص ل:B001@10:جمع الشيء حتى يظهر حاصله | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ر ب ب:B016@6,11:رُبَى حاجة وعقدة ونعمة | ش ه د:B007@7:الشَّهْد في الشمع | ض ب ح:B003@1:إحراق أعالي العود | ق د ح:B002@2:نقر الشيء وعيبه	P1565	P1565[ر ب ب:B001→ش د د:B001 ; ك ن د:B001→ش د د:B001 ; و س ط:B006→ك ن د:B001 ; ش ه د:B007→ش د د:B001 ; ش ه د:B007→ح ص ل:B005] | P0727[ج م ع:B009→ر ب ب:B001 ; ج م ع:B009→ح ص ل:B001 ; غ ي ر:B005→ج م ع:B009 ; ع د و:B004→غ ي ر:B005 ; ر ب ب:B001→ش د د:B001 ; ك ن د:B001→ش د د:B001 ; و س ط:B006→ك ن د:B001 ; ث و ر:B005→و س ط:B006] | P1641[ر ب ب:B001→ش د د:B001 ; ش د د:B001→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; ق د ح:B002→ش د د:B001 ; ض ب ح:B003→ق د ح:B002] | P0752[ع د و:B008→ر ب ب:B011 ; ر ب ب:B011→ش د د:B001 ; ش ه د:B007→ش د د:B001 ; ش ه د:B007→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ك ن د:B001→ش د د:B001 ; و س ط:B006→ك ن د:B001]
