rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
1385	P1385	0.6859	leader / leadership / sky / disease	1,2,3,4,6,7	ر ب ب ر ح م س م و ق و م م ل ك ن ع م ه د ي	س م و:B004:السماء وما علا فأظل | ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B008:رباب السحاب | م ل ك:B008:المتقدم القائد في الحيوان | ه د ي:B003:المتقدم الهادي وأوائل الشيء | ق و م:B020:قوام في قوائم الشاة | ن ع م:B007:ما سمي نعامة تشبيها بالهيئة
1386	P1386	0.6859	gambling / hide / duration / family	1,2,3,4,5,7	د ي ن ر ب ب ر ح م ع و ن غ ض ب ي و م	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B010:ربابة تجمع القداح | ي و م:B002:مدة من الزمان | د ي ن:B005:العادة والشأن | ع و ن:B008:النسبة إلى عانة | غ ض ب:B008:جلد صلب أو مطوي كدرقة
1387	P1387	0.6858	goal / pillar / ritual_belief/religion_worship / foundation	1,2,4,5,6,7	ء ل ه ح م د ع ب د غ ي ر ق و م م ل ك	ء ل ه:B001:التعبد والمعبود | ح م د:B004:حماداك الغاية المحمودة | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B009:قوام وعماد ومعاش | غ ي ر:B005:السوى والخلاف والاستثناء والنفي
1388	P1388	0.6857	ritual_belief/religion_worship / devotion / worship / tribe	1,2,4,5,6,7	ء ل ه د ي ن ر ب ب ع ب د ق و م ن ع م	ء ل ه:B001:التعبد والمعبود | ر ب ب:B004:ربة وجماعات كثيرة | د ي ن:B001:الطاعة والانقياد | ع ب د:B004:التعبيد والاستعباد | ق و م:B001:جماعة الناس والرجال | ن ع م:B008:طيران النعامة وتفرق القوم
1389	P1389	0.6857	pillar / foundation / space_form_boundary/form_structure / support	1,2,4,5,6,7	ء ل ه ع ب د غ ي ر ق و م م ل ك	ء ل ه:B001:التعبد والمعبود | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B006:التكريم والتعظيم | ق و م:B009:قوام وعماد ومعاش | غ ي ر:B005:السوى والخلاف والاستثناء والنفي
1390	P1390	0.6856	pillar / benefaction / foundation / favor	2,4,5,6,7	ح م د ر ب ب ع ب د ق و م م ل ك ن ع م	ح م د:B005:يتحمد بالمنة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B011:العطب والانقطاع | ق و م:B009:قوام وعماد ومعاش | ن ع م:B002:اللين والنعومة ورفاه العيش
1391	P1391	0.6855	history / conflict_security/conflict / duration / virtue	2,4,5,6	ح م د د ي ن ع و ن ق و م ي و م	ح م د:B003:المحمود كثير الخصال | ي و م:B002:مدة من الزمان | د ي ن:B005:العادة والشأن | ع و ن:B003:الحرب العَوان | ق و م:B014:مقاومة ومنازلة
1392	P1392	0.6854	shadow / comfort / settlement / adoration	1,2,4,5,6,7	ء ل ه ح م د ض ل ل ع ب د ق و م ن ع م ي و م	ء ل ه:B001:التعبد والمعبود | ح م د:B002:وجود الشيء محمودا | ي و م:B001:وقت النهار المحدود | ع ب د:B006:التكريم والتعظيم | ق و م:B017:انتصاف النهار وقائم الظهيرة | ن ع م:B011:موافقة المكان وطيب المقام | ض ل ل:B003:فقدان الشيء
1393	P1393	0.6854	commitment / family / mainstay / intensification	1,2,3,4,5,6,7	ر ب ب ر ح م ع و ن ق و م م ل ك ن ع م	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B012:ربة نبات | م ل ك:B005:مِلاك الأمر وعِماده | ع و ن:B008:النسبة إلى عانة | ق و م:B003:عزم ونهوض إلى الأمر | ن ع م:B010:زاد وأنعم في الفعل
1394	P1394	0.6854	substitution / repair / care / heraldry	1,2,3,6,7	ر ب ب ر ح م ع ل م غ ي ر ق و م ن ع م	ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B002:إصلاح وتربية وإتمام | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ق و م:B007:نيابة وقيام مقام غيره | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح
1395	P1395	0.6854	enslavement / subjugation / straightness / road	1,2,4,5,6,7	ء ل ه د ي ن ص ر ط ع ب د ق و م م ل ك	ء ل ه:B001:التعبد والمعبود | م ل ك:B006:مَلَك الطريق والوادي | د ي ن:B004:الإذلال والملك | ع ب د:B004:التعبيد والاستعباد | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء
1396	P1396	0.6853	family / ownership / honor / property	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د غ ي ر ق و م م ل ك	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B005:ربيب وربيبة ورابة | م ل ك:B002:المِلْك والتصرف | ع ب د:B001:الرق والملك | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل
1397	P1397	0.6852	opposition / conflict_security/conflict / competition / honor	1,2,4,5,6,7	ء ل ه س م و ع ب د غ ض ب ق و م م ل ك	س م و:B007:المساماة والمباراة | ء ل ه:B001:التعبد والمعبود | م ل ك:B002:المِلْك والتصرف | ع ب د:B006:التكريم والتعظيم | ق و م:B009:قوام وعماد ومعاش | غ ض ب:B003:المراغمة والمخالفة
1398	P1398	0.6852	sky / support / tool / overcast	1,2,6,7	ر ب ب س م و ص ر ط ق و م ن ع م	س م و:B004:السماء وما علا فأظل | ر ب ب:B008:رباب السحاب | ص ر ط:B003:السيف القاطع الماضي في الضربة | ق و م:B012:آلة قائمة وجزء قائم | ن ع م:B007:ما سمي نعامة تشبيها بالهيئة
1399	P1399	0.6851	body_health_life/reproduction_birth / disease / law_governance/justice_judgment / judgment	1,2,3,4,6,7	د ي ن ر ب ب ر ح م غ ي ر ق و م م ل ك	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B009:شاة رُبّى وحداثة | م ل ك:B005:مِلاك الأمر وعِماده | د ي ن:B002:الحساب والجزاء | ق و م:B020:قوام في قوائم الشاة | غ ي ر:B002:الغَيْر في الدية
1400	P1400	0.685	property / prayer / vision / honor	1,2,4,5,6,7	ء ل ه ر ب ب ع ب د ق و م م ل ك ن ع م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B002:المِلْك والتصرف | ع ب د:B010:التفرق في الوجوه | ق و م:B021:عين قائمة ذاهبة البصر | ن ع م:B013:نعم الله بك عينا وقرة العين
1401	P1401	0.685	body_health_life/reproduction_birth / disease / navigation / boundary	1,2,3,4,6,7	ر ب ب ر ح م ض ل ل ق و م م ل ك ه د ي	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B009:شاة رُبّى وحداثة | م ل ك:B006:مَلَك الطريق والوادي | ه د ي:B009:الهداء البليد الضعيف | ق و م:B020:قوام في قوائم الشاة | ض ل ل:B001:الضلال عن الهدى والقصد
1402	P1402	0.6849	burial / comfort / residence / strength	2,4,5,6,7	ح م د ض ل ل ع ب د ق و م م ل ك ن ع م	ح م د:B002:وجود الشيء محمودا | م ل ك:B001:قوة الشيء وتماسكه | ع ب د:B007:القوة والصلابة | ق و م:B006:مقام وإقامة في موضع | ن ع م:B011:موافقة المكان وطيب المقام | ض ل ل:B002:الغيبوبة والخفاء
1403	P1403	0.6849	welfare / blessing / kinship_society/hospitality_welfare / authority	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م ع ب د ق و م ن ع م	ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | د ي ن:B001:الطاعة والانقياد | ع ب د:B006:التكريم والتعظيم | ق و م:B008:استقامة واعتدال واستواء | ن ع م:B001:حسن الحال والنعمة
1404	P1404	0.6848	pillar / foundation / opposition / conflict_security/conflict	1,2,4,5,6,7	ح م د س م و ع ب د غ ض ب ق و م م ل ك	س م و:B007:المساماة والمباراة | ح م د:B005:يتحمد بالمنة | م ل ك:B005:مِلاك الأمر وعِماده | ع ب د:B011:العطب والانقطاع | ق و م:B009:قوام وعماد ومعاش | غ ض ب:B003:المراغمة والمخالفة
1405	P1405	0.6848	memory / recall / mounting / swallowing	1,6,7	س م و ص ر ط ض ل ل غ ي ر ن ع م	س م و:B003:تطاول الفحل على الشول | ص ر ط:B002:الغيبة في المرور والبلع | ن ع م:B008:طيران النعامة وتفرق القوم | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ض ل ل:B004:ضياع الحفظ
1406	P1406	0.6847	burial / fatigue / water / resource	2,4,5,6,7	ر ب ب ض ل ل ع ب د ع ل م غ ض ب ق و م م ل ك	ر ب ب:B013:ماء رَبَب كثير | ع ل م:B005:ماء كثير مجتمع في عيلم | م ل ك:B007:الماء مَلَك الأمر | ع ب د:B011:العطب والانقطاع | ق و م:B016:جمود ووقوف وكلال | غ ض ب:B002:الغضب لشخص حي أو به بعد موته | ض ل ل:B002:الغيبوبة والخفاء
1407	P1407	0.6847	shadow / law_governance/justice_judgment / ritual_belief/religion_worship / judgment	1,2,4,5,6,7	ء ل ه د ي ن ع ب د غ ي ر ق و م ه د ي ي و م	ء ل ه:B001:التعبد والمعبود | ي و م:B001:وقت النهار المحدود | د ي ن:B002:الحساب والجزاء | ع ب د:B004:التعبيد والاستعباد | ه د ي:B007:هدي الحرمة والأسير | ق و م:B017:انتصاف النهار وقائم الظهيرة | غ ي ر:B002:الغَيْر في الدية
1408	P1408	0.6847	cattle / livestock / paving / smoothing	1,2,4,5,6,7	د ي ن ر ب ب س م و ع ب د ن ع م ه د ي	س م و:B006:الخروج للصيد | ر ب ب:B014:رَبْرَب قطيع | د ي ن:B004:الإذلال والملك | ع ب د:B005:التذليل والتسوية | ه د ي:B005:الهدي المهدى إلى الحرم | ن ع م:B012:المشي على القدم وابتذالها
1409	P1409	0.6847	opposition / conflict_security/conflict / competition / resistance	1,4,5,6,7	س م و ع و ن غ ض ب غ ي ر ق و م م ل ك	س م و:B007:المساماة والمباراة | م ل ك:B005:مِلاك الأمر وعِماده | ع و ن:B003:الحرب العَوان | ق و م:B014:مقاومة ومنازلة | غ ي ر:B005:السوى والخلاف والاستثناء والنفي | غ ض ب:B003:المراغمة والمخالفة
1410	P1410	0.6846	gambling / hide / disease / family	1,2,3,5,6,7	ر ب ب ر ح م ع و ن غ ض ب ق و م ه د ي	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B010:ربابة تجمع القداح | ع و ن:B008:النسبة إلى عانة | ه د ي:B009:الهداء البليد الضعيف | ق و م:B020:قوام في قوائم الشاة | غ ض ب:B008:جلد صلب أو مطوي كدرقة
1411	P1411	0.6846	fatigue / breakdown / stopping / inability	1,2,5,6,7	ر ب ب س م و ض ل ل ع ب د ق و م ن ع م	س م و:B004:السماء وما علا فأظل | ر ب ب:B007:لزوم وإقامة ودوام | ع ب د:B011:العطب والانقطاع | ق و م:B016:جمود ووقوف وكلال | ن ع م:B005:مال الأنعام والإبل | ض ل ل:B005:الضالّة في المضيعة
1412	P1412	0.6846	herd / zoology / disease / ecology	1,2,3,4,5,6	د ي ن ر ب ب ر ح م ع ب د ع و ن ق و م	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B014:رَبْرَب قطيع | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ع و ن:B006:العانة قطيع الحمر | ق و م:B020:قوام في قوائم الشاة
1413	P1413	0.6846	honor / marriage / body_health_life/reproduction_birth / nurse	1,2,3,6,7	ر ب ب ر ح م ع ل م غ ي ر ق و م ه د ي	ر ح م:B003:رَحِم الأنثى | ر ب ب:B005:ربيب وربيبة ورابة | ع ل م:B006:طائر جارح يسمى العلام | ه د ي:B006:العروس المهدية إلى زوجها | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل
1414	P1414	0.6846	adoration / pubis / satire / assent	1,2,4,5,6,7	ء ل ه د ي ن ع ب د ع و ن ن ع م ه د ي	ء ل ه:B001:التعبد والمعبود | د ي ن:B007:التصديق والتفويض | ع ب د:B004:التعبيد والاستعباد | ع و ن:B007:عانة الرجل | ه د ي:B011:إهداء الشعر ومهاداته | ن ع م:B004:الجواب بنعم والتصديق
1415	P1415	0.6844	livelihood / water / resource / law_governance/justice_judgment	2,4,6,7	د ي ن ر ب ب ع ل م غ ي ر ق و م م ل ك ه د ي	ر ب ب:B013:ماء رَبَب كثير | ع ل م:B005:ماء كثير مجتمع في عيلم | م ل ك:B007:الماء مَلَك الأمر | د ي ن:B002:الحساب والجزاء | ه د ي:B007:هدي الحرمة والأسير | ق و م:B009:قوام وعماد ومعاش | غ ي ر:B002:الغَيْر في الدية
1416	P1416	0.6844	vision / family / inflammation / eye	1,2,3,5,6,7	ر ب ب ر ح م ع ب د غ ض ب ق و م ن ع م	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B005:ربيب وربيبة ورابة | ع ب د:B010:التفرق في الوجوه | ق و م:B021:عين قائمة ذاهبة البصر | ن ع م:B013:نعم الله بك عينا وقرة العين | غ ض ب:B006:تورم العين وما حولها
1417	P1417	0.6842	honor / gratitude / shadow / opposition	1,2,4,5,6,7	ح م د س م و ع و ن غ ض ب ق و م ن ع م ي و م	س م و:B007:المساماة والمباراة | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | ع و ن:B001:الإعانة والمظاهرة | ق و م:B017:انتصاف النهار وقائم الظهيرة | ن ع م:B013:نعم الله بك عينا وقرة العين | غ ض ب:B003:المراغمة والمخالفة
1418	P1418	0.6842	tribe / honor / society / movement	2,5,6,7	ر ب ب ع ب د ع ل م غ ي ر ق و م ن ع م	ر ب ب:B004:ربة وجماعات كثيرة | ع ل م:B004:شق ظاهر في الشفة العليا | ع ب د:B010:التفرق في الوجوه | ق و م:B001:جماعة الناس والرجال | ن ع م:B008:طيران النعامة وتفرق القوم | غ ي ر:B004:الغَيْرة على الأهل
