rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
881	P0881	0.7112	cattle / livestock / tooth / abundance	2,3,4,6,8,10,11	ء ن س ث و ر ح ب ب خ ب ر ر ب ب ص ب ح ص د ر ق د ح	ق د ح:B004:أكال الشجر والسن | ص ب ح:B008:الناقة المصباح | ث و ر:B004:الثور: ذكر البقر | ء ن س:B003:الأنس الذي يزيل الوحشة | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B009:حبب الأسنان انتظام كالدرر | ص د ر:B001:الصدر الجارحة وما يتصل بها | خ ب ر:B004:الغزر في المزادة والناقة
882	P0882	0.7109	presence / anger / fire / nick	1,2,4,5,7,8,9	ج م ع ش د د ش ه د ض ب ح ق ب ر ق د ح ن ق ع و س ط	ض ب ح:B003:إحراق أعالي العود | ق د ح:B002:نقر الشيء وعيبه | ن ق ع:B009:نقعه بالشتم القبيح | و س ط:B002:موضع الوسط بين الأطراف | ج م ع:B004:موضع أو يوم أو نداء يجمع الناس | ش ه د:B001:الحضور مع المشاهدة | ش د د:B002:شدة القوة والصلابة | ق ب ر:B004:طرف الأنف في الغضب
883	P0883	0.7109	aggregation / result / consolidation / heraldry	1,4,5,6,9,10,11	ب ع ث ر ث و ر ج م ع ح ص ل ر ب ب ض ب ح ع د و ع ل م	ع د و:B009:العَداء والعُدوة في الجانب والطوار | ض ب ح:B002:عدو ممدود الضبعين | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا | ر ب ب:B002:إصلاح وتربية وإتمام | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B001:جمع الشيء حتى يظهر حاصله
884	P0884	0.7106	knowledge / report / epistemology / evidence	1,2,6,7,8,9,11	ء ن س ح ب ب خ ب ر ر ب ب ش ه د ع د و ع ل م ق د ح	ع د و:B011:العَدَوِيّة من نبات الصيف | ق د ح:B004:أكال الشجر والسن | ء ن س:B003:الأنس الذي يزيل الوحشة | ر ب ب:B012:ربة نبات | ش ه د:B002:البيان بعلم | ح ب ب:B009:حبب الأسنان انتظام كالدرر | ع ل م:B001:انكشاف الشيء للعارف | خ ب ر:B001:العلم بالخبر وباطن الأمر
885	P0885	0.7105	cognition_perception/knowledge_learning / burial / grave / epistemology	2,4,6,9,11	ب ع ث ر ث و ر خ ب ر ر ب ب ع ل م ق ب ر و ر ي	و ر ي:B005:ستر الشيء وجعله وراء الظهور | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف | ب ع ث ر:B001:قلب التراب وكشف المدفون | ق ب ر:B001:مواراة الميت في القبر | خ ب ر:B001:العلم بالخبر وباطن الأمر
886	P0886	0.7103	selection / decision / cognition_perception/reasoning_decision / expression	2,3,5,6,7,8	ء ن س ج م ع خ ي ر ش ه د غ ي ر ق د ح و ر ي و س ط	و ر ي:B006:الجانب الوراء: خلف أو أمام أو سوى | ق د ح:B010:اقتداح الأمر بالنظر والتدبير | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | و س ط:B004:مرتبة وسطى بين الجيد والرديء | ج م ع:B003:عزم محكم جمع الرأي بعد تفرقه | ء ن س:B005:إنسان العين وصورة الإنسان في السواد | ش ه د:B005:اللسان الشاهد | خ ي ر:B002:فضل الصلاح والاصطفاء
887	P0887	0.7102	presence / anger / light / lantern	2,3,4,5,6,7,9	ج م ع ش ه د ص ب ح ق ب ر ق د ح ك ن د ن ق ع و س ط	ق د ح:B003:طعن في النسب | ص ب ح:B005:المصباح والسراج | ن ق ع:B009:نقعه بالشتم القبيح | و س ط:B002:موضع الوسط بين الأطراف | ج م ع:B004:موضع أو يوم أو نداء يجمع الناس | ك ن د:B002:كفران النعمة والمودة | ش ه د:B001:الحضور مع المشاهدة | ق ب ر:B004:طرف الأنف في الغضب
888	P0888	0.7102	date / blood / fruit / honor	2,3,5,6,7,9,10,11	ج م ع ح ص ل ر ب ب ش ه د ع ل م غ ي ر و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | غ ي ر:B004:الغَيْرة على الأهل | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B005:ربيب وربيبة ورابة | ش ه د:B006:الخارج عند الولادة والإدراك | ع ل م:B006:طائر جارح يسمى العلام | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
889	P0889	0.7101	knowledge / awareness / report / epistemology	1,2,5,6,7,8,9,11	ء ن س ج م ع خ ب ر ش د د ش ه د ع د و ع ل م ق د ح	ع د و:B002:العَدْو والحَضْر | ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ج م ع:B003:عزم محكم جمع الرأي بعد تفرقه | ء ن س:B002:إيناس الشيء برؤية أو إحساس أو سماع | ش ه د:B002:البيان بعلم | ش د د:B003:شد الحملة والعدو | ع ل م:B001:انكشاف الشيء للعارف | خ ب ر:B001:العلم بالخبر وباطن الأمر
890	P0890	0.71	alliance / cycle / light / color	1,2,3,4,5,6,8,9,11	ب ع ث ر ج م ع ر ب ب ش د د ص ب ح ض ب ح ق د ح ن ق ع	ض ب ح:B004:تغير اللون إلى السواد | ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ص ب ح:B001:الصبح وأول النهار | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B004:ربة وجماعات كثيرة | ش د د:B005:شد النهار وارتفاعه | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
891	P0891	0.7096	color / date / blood / fruit	1,2,3,5,6,7,10,11	ج م ع ح ص ل ر ب ب ش ه د ص ب ح ص د ر ض ب ح و ر ي	ض ب ح:B004:تغير اللون إلى السواد | و ر ي:B007:ولد الولد يأتي من وراء الابن | ص ب ح:B006:الصُّبْحة والصباحة | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B005:ربيب وربيبة ورابة | ش ه د:B006:الخارج عند الولادة والإدراك | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده | ص د ر:B003:الصُّدور عن المورد
892	P0892	0.7092	color / knowledge / awareness / report	1,2,3,6,7,9,11	ء ن س خ ب ر ش ه د ص ب ح ض ب ح ع ل م غ ي ر و ر ي	ض ب ح:B004:تغير اللون إلى السواد | و ر ي:B005:ستر الشيء وجعله وراء الظهور | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ص ب ح:B006:الصُّبْحة والصباحة | ء ن س:B002:إيناس الشيء برؤية أو إحساس أو سماع | ش ه د:B002:البيان بعلم | ع ل م:B001:انكشاف الشيء للعارف | خ ب ر:B001:العلم بالخبر وباطن الأمر
893	P0893	0.7091	animal_life/wildlife / ornithology / bird / avian	2,4,6,8,9,10,11	ث و ر ح ب ب ح ص ل ر ب ب ع ل م ق ب ر و ر ي	و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ر ب ب:B007:لزوم وإقامة ودوام | ح ب ب:B005:البعير يلزم مكانه من عجز | ع ل م:B006:طائر جارح يسمى العلام | ق ب ر:B003:القُبَّرة الطائر | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر
894	P0894	0.7091	solid / portion / storage / vessel	4,5,6,8,10,11	ث و ر ج م ع ح ب ب ر ب ب ص د ر ن ق ع	ث و ر:B005:ثورة الأقط: قطعة جامدة | ن ق ع:B003:نقيعة طعام أو نحر أو لبن | ج م ع:B012:عظم الشيء كأنه جامع ممتلئ | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B007:الحب جرة عظيمة أو موضعها | ص د ر:B006:الطائفة من الشيء
895	P0895	0.709	abundance / exhumation / copiousness / fondness	2,3,4,6,8,9,11	ء ن س ب ع ث ر ث و ر ح ب ب خ ب ر ص ب ح و ر ي	و ر ي:B004:شحم وار وسمن ظاهر | ص ب ح:B008:الناقة المصباح | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ء ن س:B003:الأنس الذي يزيل الوحشة | ح ب ب:B002:المحبة الملازمة للقلب | ب ع ث ر:B001:قلب التراب وكشف المدفون | خ ب ر:B004:الغزر في المزادة والناقة
896	P0896	0.7089	color / sweetness / running / date	1,3,5,6,7,8,10,11	ج م ع ح ص ل ر ب ب ش د د ش ه د ص ب ح ض ب ح ع د و	ع د و:B002:العَدْو والحَضْر | ض ب ح:B004:تغير اللون إلى السواد | ص ب ح:B006:الصُّبْحة والصباحة | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B017:رباني الملاحين | ش ه د:B007:الشَّهْد في الشمع | ش د د:B003:شد الحملة والعدو | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
897	P0897	0.7087	color / alliance / blood / complicity	1,2,3,5,6,7,9,10,11	ب ع ث ر ج م ع ر ب ب ش ه د ص ب ح ص د ر ض ب ح و ر ي	ض ب ح:B004:تغير اللون إلى السواد | و ر ي:B007:ولد الولد يأتي من وراء الابن | ص ب ح:B006:الصُّبْحة والصباحة | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ص د ر:B003:الصُّدور عن المورد
898	P0898	0.7086	expression / anger / color / language	1,2,3,4,5,6,7,9	ء ن س ج م ع ش ه د ص ب ح ض ب ح ق ب ر ق د ح ن ق ع	ض ب ح:B004:تغير اللون إلى السواد | ق د ح:B003:طعن في النسب | ص ب ح:B009:ظروف الصباح | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B005:قبضة الكف إذا ضمت الأصابع | ء ن س:B005:إنسان العين وصورة الإنسان في السواد | ش ه د:B005:اللسان الشاهد | ق ب ر:B004:طرف الأنف في الغضب
899	P0899	0.7086	alliance / complicity / confiscation / cognition_perception/reasoning_decision	2,3,5,9,10	ب ع ث ر ج م ع ص د ر غ ي ر ق د ح	ق د ح:B010:اقتداح الأمر بالنظر والتدبير | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ص د ر:B005:المصادرة على مال
900	P0900	0.7085	sweetness / tooth / anger / body_health_life/anatomy	2,4,5,6,7,8,9,10,11	ج م ع ح ب ب ح ص ل ر ب ب ش ه د ق ب ر ق د ح ن ق ع	ق د ح:B004:أكال الشجر والسن | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B005:قبضة الكف إذا ضمت الأصابع | ر ب ب:B017:رباني الملاحين | ش ه د:B007:الشَّهْد في الشمع | ح ب ب:B009:حبب الأسنان انتظام كالدرر | ق ب ر:B004:طرف الأنف في الغضب | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
901	P0901	0.7084	fire / sweetness / date / fruit	1,2,5,6,7,8,10,11	ج م ع ح ب ب ح ص ل ر ب ب ش د د ش ه د ض ب ح ق د ح	ض ب ح:B003:إحراق أعالي العود | ق د ح:B002:نقر الشيء وعيبه | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B001:ربوبية وملك وسيادة | ش ه د:B007:الشَّهْد في الشمع | ح ب ب:B011:نار الحباحب شرر لا ينتفع به | ش د د:B001:شد العقد والوثاق | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
902	P0902	0.7082	plant / tooth / ecology / canker	1,2,4,6,8,9,11	ث و ر ح ب ب خ ب ر ر ب ب ع د و ق ب ر ق د ح ن ق ع	ع د و:B011:العَدَوِيّة من نبات الصيف | ق د ح:B004:أكال الشجر والسن | ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ن ق ع:B003:نقيعة طعام أو نحر أو لبن | ر ب ب:B012:ربة نبات | ح ب ب:B009:حبب الأسنان انتظام كالدرر | ق ب ر:B003:القُبَّرة الطائر | خ ب ر:B005:اللِّين في النبات والوبر والزبد
903	P0903	0.7081	color / presence / anger / perception	1,3,4,5,6,7,9	ء ن س ج م ع ش ه د ص ب ح ض ب ح ق ب ر ن ق ع و س ط	ض ب ح:B004:تغير اللون إلى السواد | ص ب ح:B006:الصُّبْحة والصباحة | ن ق ع:B009:نقعه بالشتم القبيح | و س ط:B002:موضع الوسط بين الأطراف | ج م ع:B004:موضع أو يوم أو نداء يجمع الناس | ء ن س:B005:إنسان العين وصورة الإنسان في السواد | ش ه د:B001:الحضور مع المشاهدة | ق ب ر:B004:طرف الأنف في الغضب
904	P0904	0.7081	alliance / sequence / complicity / cognition_perception/reasoning_decision	1,2,3,5,6,8,9,11	ب ع ث ر ج م ع ر ب ب ش د د ض ب ح ع د و غ ي ر ق د ح	ع د و:B008:العِداء في تعاقب الصيد | ض ب ح:B002:عدو ممدود الضبعين | ق د ح:B010:اقتداح الأمر بالنظر والتدبير | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B001:شد العقد والوثاق | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
905	P0905	0.7081	drink / water / blood / container	2,3,6,7,8,10,11	ح ب ب ر ب ب ش ه د ص ب ح ص د ر ق د ح و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | ق د ح:B006:قدح الشرب | ص ب ح:B003:الصبوح | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ح ب ب:B006:الري حتى الامتلاء | ص د ر:B003:الصُّدور عن المورد
906	P0906	0.708	knowledge / cognition_perception/knowledge_learning / report / epistemology	2,5,6,7,8,9,11	ء ن س ج م ع ح ب ب خ ب ر ر ب ب ش ه د ع ل م ق د ح	ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ج م ع:B003:عزم محكم جمع الرأي بعد تفرقه | ء ن س:B003:الأنس الذي يزيل الوحشة | ر ب ب:B003:علم رباني | ش ه د:B002:البيان بعلم | ح ب ب:B002:المحبة الملازمة للقلب | ع ل م:B001:انكشاف الشيء للعارف | خ ب ر:B001:العلم بالخبر وباطن الأمر
907	P0907	0.708	water / quenching / satiation / syrup	1,3,4,6,8,11	ح ب ب ر ب ب ش د د ص ب ح ض ب ح غ ي ر ن ق ع	ض ب ح:B001:صوت الضباح | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | ش د د:B003:شد الحملة والعدو
908	P0908	0.7079	benefit / welfare / virtue / syrup	3,5,6,8,11	ج م ع ح ب ب خ ي ر ر ب ب غ ي ر	غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B001:الميل إلى الخير النافع
