rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
193	PF0193	0.3874	conflict_security/conflict / mainstay / defiance / pillar	7	2,4,5,6,7	ر ب ب ع ب د ع و ن غ ض ب ق و م م ل ك	غ ض ب:B003@7:المراغمة والمخالفة | م ل ك:B005@4:مِلاك الأمر وعِماده		P4826	P4826[ق و م:B011→غ ض ب:B003 ; م ل ك:B005→غ ض ب:B003] | P2634[ع و ن:B008→ق و م:B003 ; م ل ك:B005→ق و م:B003 ; م ل ك:B005→غ ض ب:B003] | P3246[م ل ك:B005→غ ض ب:B003 ; ع ب د:B006→غ ض ب:B003] | P3821[م ل ك:B005→غ ض ب:B003 ; ع ب د:B008→غ ض ب:B003]
194	PF0194	0.3872	judgment / daytime / resurrection / sunrise	12	1,2,4,5,6	ح م د ر ب ب س م و ع ب د ق و م ه د ي ي و م	ق و م:B013@6:قيامة وبعث وقيام الساعة | ي و م:B001@4:وقت النهار المحدود		P5178	P5178[ي و م:B001→ق و م:B013 ; ر ب ب:B007→ي و م:B001] | P3000[ي و م:B001→ق و م:B013 ; ه د ي:B004→ق و م:B013 ; ر ب ب:B011→ه د ي:B004] | P3030[س م و:B004→ي و م:B001 ; س م و:B004→ر ب ب:B008 ; ي و م:B001→ق و م:B013] | P3036[ي و م:B001→ق و م:B013 ; ه د ي:B010→ق و م:B013 ; ع ب د:B009→ه د ي:B010]
195	PF0195	0.3871	resource / water / pool / sweetness	8	1,2,4,6,7	ر ب ب س م و ض ل ل ع ل م غ ض ب ق و م م ل ك ه د ي	ر ب ب:B013@2:ماء رَبَب كثير | م ل ك:B007@4:الماء مَلَك الأمر		P5096	P5096[س م و:B006→ر ب ب:B013 ; ر ب ب:B013→م ل ك:B007] | P2539[ر ب ب:B013→م ل ك:B007 ; م ل ك:B007→ق و م:B004 ; ه د ي:B002→ق و م:B004 ; س م و:B008→ه د ي:B002] | P3043[ر ب ب:B013→م ل ك:B007 ; س م و:B001→ر ب ب:B013 ; س م و:B001→ع ل م:B002] | P3666[س م و:B004→ر ب ب:B013 ; ر ب ب:B013→م ل ك:B007]
196	PF0196	0.3863	syrup / paste / condiment / medicine	15	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ض ل ل ع ب د غ ض ب غ ي ر ق و م م ل ك ن ع م	ر ب ب:B006@2:رُبّ خاثر وإصلاح به | ر ح م:B004@1,3:وجع الرَّحِم بعد الولادة	غ ي ر:B001@7:الصلاح والمنفعة بالميرة والسقي والإصلاح | ن ع م:B013@7:نعم الله بك عينا وقرة العين	P4890	P4890[ر ح م:B004→ر ب ب:B006 ; ر ب ب:B006→ن ع م:B013] | P2190[ر ب ب:B006→غ ي ر:B001 ; ر ب ب:B006→ع ب د:B007 ; ع ب د:B007→غ ض ب:B007 ; م ل ك:B001→ع ب د:B007] | P2742[ر ب ب:B006→ن ع م:B006 ; ر ح م:B003→ن ع م:B006 ; ر ب ب:B006→غ ي ر:B001] | P2812[ر ب ب:B006→ن ع م:B005 ; ن ع م:B005→ض ل ل:B005 ; ر ح م:B004→ر ب ب:B006]
197	PF0197	0.3861	chase / subsistence / travel / pedestrian	44	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ع ب د ع ل م ع و ن غ ي ر ق و م م ل ك ن ع م ه د ي	س م و:B006@1:الخروج للصيد | ن ع م:B012@7:المشي على القدم وابتذالها	ر ب ب:B004@2:ربة وجماعات كثيرة | ر ب ب:B008@2:رباب السحاب | ق و م:B002@6:انتصاب وقيام بالبدن | ه د ي:B008@6:مشي التهادي مع الاعتماد والتمايل	P2497	P2497[س م و:B006→ن ع م:B012 ; ه د ي:B008→ن ع م:B012 ; س م و:B006→ر ب ب:B004] | P1054[س م و:B006→ن ع م:B012 ; ه د ي:B008→ن ع م:B012 ; س م و:B006→ر ب ب:B004 ; ع و ن:B005→ه د ي:B008 ; ر ب ب:B004→ق و م:B001 ; ق و م:B001→غ ي ر:B004] | P1817[س م و:B004→ر ب ب:B008 ; ر ح م:B002→ر ب ب:B008] | P5877[س م و:B003→ر ب ب:B017 ; ر ب ب:B017→م ل ك:B008]
198	PF0198	0.3861	cosmetic / aroma / praise / perfume	18	1,2,5,6,7	ر ب ب س م و ص ر ط ض ل ل ع ب د غ ض ب ن ع م ه د ي	س م و:B008@1:الصيت الحسن المنتشر | ع ب د:B012@5:صَلاءة الطيب | ه د ي:B004@6:بعثة لطف وهدية إلى ذي مودة	ن ع م:B009@7:النعامى ريح لينة	P4273	P4273[ع ب د:B012→ن ع م:B009 ; ع ب د:B012→ه د ي:B004] | P2091[ع ب د:B012→ه د ي:B004 ; س م و:B008→ع ب د:B012 ; س م و:B008→ن ع م:B001 ; ر ب ب:B016→ن ع م:B001] | P3180[ع ب د:B012→ه د ي:B004 ; ع ب د:B012→غ ض ب:B004] | P3408[س م و:B008→ع ب د:B012 ; س م و:B008→ص ر ط:B002]
199	PF0199	0.386	veneration / authority / dignity / creed	15	1,2,3,4,5,6,7	ح م د د ي ن ر ب ب ر ح م ع ب د غ ض ب ق و م ن ع م ه د ي	د ي ن:B001@4:الطاعة والانقياد | ع ب د:B006@5:التكريم والتعظيم	ح م د:B001@2:الحمد خلاف الذم	P3536	P3536[د ي ن:B001→ع ب د:B006 ; ع ب د:B006→ق و م:B009] | P4114[د ي ن:B004→ع ب د:B006 ; ح م د:B001→ع ب د:B006] | P3674[د ي ن:B001→ع ب د:B006 ; ع ب د:B006→غ ض ب:B003] | P3945[د ي ن:B001→ع ب د:B006 ; ع ب د:B006→ه د ي:B004]
200	PF0200	0.3854	divergence / dispersion / scattering / distribution	12	1,2,3,5,6,7	ء ل ه ح م د ر ب ب ر ح م س م و ع ب د غ ض ب ق و م ه د ي	ر ب ب:B004@2:ربة وجماعات كثيرة | ع ب د:B010@5:التفرق في الوجوه	ر ب ب:B010@2:ربابة تجمع القداح | ر ح م:B002@1,3:الرَّحِم والقرابة | ق و م:B019@6:وجع قائم بالعضو | ق و م:B021@6:عين قائمة ذاهبة البصر	P3956	P3956[ر ب ب:B004→ع ب د:B010 ; ع ب د:B010→ق و م:B019] | P2898[ر ب ب:B010→ع ب د:B010 ; ر ح م:B002→ر ب ب:B010 ; ع ب د:B010→ق و م:B021] | P3897[ر ب ب:B008→ق و م:B021 ; ع ب د:B010→ق و م:B021] | P4506[ح م د:B004→ق و م:B019 ; ع ب د:B010→ق و م:B019]
201	PF0201	0.3849	shadow / meridian / zenith / midday	22	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م ض ل ل ع ب د ع ل م ع و ن غ ض ب غ ي ر ق و م ن ع م ه د ي ي و م	ق و م:B017@6:انتصاف النهار وقائم الظهيرة | ي و م:B003@4:كائنة اليوم وشدته	غ ض ب:B005@7:غلظ الجسم وشدة الحمرة | ي و م:B001@4:وقت النهار المحدود	P4792	P4792[ق و م:B017→ن ع م:B012 ; ي و م:B003→ق و م:B017] | P1995[ي و م:B001→ق و م:B017 ; ق و م:B017→ن ع م:B006 ; ر ح م:B003→ن ع م:B006 ; ع ل م:B006→ن ع م:B006] | P2445[ق و م:B017→ن ع م:B008 ; ع ب د:B004→ن ع م:B008 ; ء ل ه:B001→ع ب د:B004 ; ي و م:B003→ق و م:B017] | P2527[ي و م:B003→ق و م:B013 ; ي و م:B003→غ ض ب:B005 ; ه د ي:B009→غ ض ب:B005]
202	PF0202	0.3847	dullard / torpor / heaviness / insult	7	2,5,6,7	ح م د ض ل ل ع ب د ع ل م ه د ي	ه د ي:B009@6:الهداء البليد الضعيف	ح م د:B003@2:المحمود كثير الخصال | ض ل ل:B001@7:الضلال عن الهدى والقصد | ع ب د:B005@5:التذليل والتسوية | ع ب د:B010@5:التفرق في الوجوه | ع ل م:B006@2:طائر جارح يسمى العلام	P5632	P5632[ح م د:B003→ه د ي:B009 ; ع ب د:B005→ه د ي:B009] | P3736[ع ب د:B010→ه د ي:B009 ; ه د ي:B009→ض ل ل:B001] | P5300[ع ل م:B006→ه د ي:B009 ; ع ب د:B010→ه د ي:B009]
203	PF0203	0.3835	stray / carnivore / hyena / owner	11	2,4,5,6,7	د ي ن ص ر ط ض ل ل ع ب د ع ل م ع و ن ق و م م ل ك ه د ي	ض ل ل:B005@7:الضالّة في المضيعة | ع ل م:B007@2:ذكر الضباع يسمى العيلام		P3913	P3913[ع ل م:B007→ض ل ل:B005 ; ع ل م:B007→ق و م:B002] | P3830[ع ل م:B007→ض ل ل:B005 ; ع ل م:B007→ه د ي:B003] | P4143[ع ل م:B007→ض ل ل:B005 ; ع ل م:B007→ق و م:B021] | P4186[ع ل م:B007→ض ل ل:B005 ; د ي ن:B004→ض ل ل:B005]
204	PF0204	0.3834	veneration / divinity / pity / dignity	10	1,2,3,5,6	ح م د ر ب ب ر ح م ع ب د ق و م ه د ي	ر ح م:B001@1,3:الرَّحْمَة والرقة | ع ب د:B006@5:التكريم والتعظيم		P4344	P4344[ع ب د:B006→ق و م:B006 ; ر ح م:B001→ع ب د:B006] | P3489[ر ح م:B001→ر ب ب:B015 ; ر ح م:B001→ع ب د:B006] | P3855[ر ح م:B001→ع ب د:B006 ; ع ب د:B006→ه د ي:B004] | P4154[ع ب د:B006→ه د ي:B005 ; ر ح م:B001→ع ب د:B006]
205	PF0205	0.383	breakdown / praise / interruption / fatigue	18	1,2,5,6,7	ء ل ه ح م د س م و ض ل ل ع ب د ع ل م غ ض ب ق و م ن ع م ه د ي	س م و:B008@1:الصيت الحسن المنتشر | ع ب د:B011@5:العطب والانقطاع	س م و:B003@1:تطاول الفحل على الشول	P4477	P4477[س م و:B008→ع ب د:B011 ; ع ل م:B004→ع ب د:B011] | P2612[س م و:B008→ع ب د:B011 ; ع ب د:B011→ق و م:B016 ; س م و:B008→ه د ي:B010] | P3867[س م و:B003→ع ب د:B011 ; ع ل م:B007→ع ب د:B011] | P3925[س م و:B003→ع ب د:B011 ; ء ل ه:B001→ع ب د:B011]
206	PF0206	0.3811	substitution / enslavement / replacement / subjugation	10	1,2,4,5,6,7	ر ب ب س م و ع ب د غ ي ر ق و م م ل ك ه د ي	ع ب د:B004@5:التعبيد والاستعباد | غ ي ر:B003@7:تغيير الصورة أو إبدال الشيء بغيره		P3523	P3523[ع ب د:B004→ق و م:B002 ; ع ب د:B004→غ ي ر:B003] | P4685[ع ب د:B004→غ ي ر:B003 ; ر ب ب:B002→ع ب د:B004] | P5000[ع ب د:B004→غ ي ر:B003 ; س م و:B003→ع ب د:B004] | P5172[ع ب د:B004→غ ي ر:B003 ; ق و م:B007→غ ي ر:B003]
207	PF0207	0.3808	cattle / ritual_belief/religion_worship / offering / sacrifice	25	1,2,3,4,5,6,7	ء ل ه ر ب ب ر ح م س م و ض ل ل ع ب د ع ل م غ ي ر م ل ك ن ع م ه د ي	ن ع م:B005@7:مال الأنعام والإبل | ه د ي:B005@6:الهدي المهدى إلى الحرم	ن ع م:B012@7:المشي على القدم وابتذالها	P4653	P4653[ر ب ب:B016→ن ع م:B005 ; ه د ي:B005→ن ع م:B005] | P2491[ر ب ب:B006→ن ع م:B012 ; ه د ي:B008→ن ع م:B012 ; ر ب ب:B006→غ ي ر:B001] | P2502[س م و:B008→ن ع م:B012 ; ه د ي:B005→ن ع م:B012 ; ه د ي:B005→ض ل ل:B001] | P2723[س م و:B004→ه د ي:B005 ; ه د ي:B005→ن ع م:B012 ; س م و:B004→ر ب ب:B008]
208	PF0208	0.3802	disease / stance / lameness / guide	8	2,4,5,6,7	ر ب ب ض ل ل ع ب د غ ض ب ق و م م ل ك ن ع م	ق و م:B020@6:قوام في قوائم الشاة | م ل ك:B008@4:المتقدم القائد في الحيوان	غ ض ب:B008@7:جلد صلب أو مطوي كدرقة	P5606	P5606[ق و م:B020→غ ض ب:B008 ; م ل ك:B008→ق و م:B020] | P3786[م ل ك:B008→ق و م:B020 ; م ل ك:B008→ض ل ل:B005] | P4089[م ل ك:B008→ق و م:B020 ; م ل ك:B008→ع ب د:B001] | P4169[م ل ك:B008→ق و م:B020 ; ق و م:B020→ن ع م:B012]
209	PF0209	0.379	substitution / proxy / representation / replacement	38	1,2,3,4,6,7	ء ل ه د ي ن ر ب ب ر ح م ع ل م غ ي ر ق و م م ل ك ن ع م	ق و م:B007@6:نيابة وقيام مقام غيره	ر ب ب:B005@2:ربيب وربيبة ورابة | ر ح م:B003@1,3:رَحِم الأنثى | غ ي ر:B005@7:السوى والخلاف والاستثناء والنفي | ن ع م:B009@7:النعامى ريح لينة | ن ع م:B011@7:موافقة المكان وطيب المقام	P3153	P3153[ر ح م:B003→ر ب ب:B005 ; ر ح م:B003→ن ع م:B009] | P2271[ر ب ب:B013→ع ل م:B005 ; ع ل م:B005→م ل ك:B007 ; م ل ك:B007→ق و م:B007 ; ق و م:B007→غ ي ر:B005] | P2269[ر ب ب:B005→ق و م:B007 ; ر ح م:B002→ر ب ب:B005 ; ق و م:B007→غ ي ر:B005 ; ق و م:B007→ن ع م:B011] | P2649[ر ب ب:B015→ن ع م:B003 ; ن ع م:B003→غ ي ر:B005 ; ق و م:B007→غ ي ر:B005]
210	PF0210	0.379	wildness / donkey / herd / group	18	2,4,5,6,7	ح م د د ي ن ر ب ب ض ل ل ع ب د ع و ن غ ض ب ق و م ن ع م ه د ي	د ي ن:B001@4:الطاعة والانقياد | ع و ن:B006@5:العانة قطيع الحمر	ح م د:B003@2:المحمود كثير الخصال | ح م د:B004@2:حماداك الغاية المحمودة | د ي ن:B007@4:التصديق والتفويض	P3543	P3543[ح م د:B003→ع و ن:B006 ; د ي ن:B001→ع و ن:B006] | P2774[د ي ن:B001→ع ب د:B003 ; د ي ن:B001→ع و ن:B006 ; ع و ن:B006→ه د ي:B003] | P4873[ح م د:B004→ع و ن:B006 ; ع و ن:B006→ض ل ل:B005] | P5636[د ي ن:B007→ع و ن:B006 ; ع و ن:B006→غ ض ب:B005]
211	PF0211	0.379	boast / routine / custom / habit	13	2,4,5,6,7	ح م د د ي ن ر ب ب ع ب د ع و ن ق و م ن ع م ه د ي ي و م	ح م د:B005@2:يتحمد بالمنة | د ي ن:B005@4:العادة والشأن		P4341	P4341[ح م د:B005→د ي ن:B005 ; د ي ن:B005→ق و م:B009] | P2087[ح م د:B005→ع ب د:B011 ; ع ب د:B011→ق و م:B016 ; ح م د:B005→د ي ن:B005 ; ي و م:B002→د ي ن:B005] | P2971[ح م د:B005→د ي ن:B005 ; ح م د:B005→ر ب ب:B016 ; ر ب ب:B016→ن ع م:B002] | P3538[ح م د:B005→د ي ن:B005 ; د ي ن:B005→ق و م:B008]
212	PF0212	0.3787	hawk / animal_life/wildlife / falcon / raptor	19	1,2,3,5,6,7	ر ب ب ر ح م س م و ص ر ط ع ب د ع ل م غ ض ب غ ي ر ق و م ن ع م ه د ي	س م و:B001@1:العلو والارتفاع | ع ل م:B006@2:طائر جارح يسمى العلام	ن ع م:B006@7:النعام والنعامة الطائر	P2921	P2921[س م و:B001→ع ل م:B006 ; ع ل م:B006→ن ع م:B006] | P2421[س م و:B004→ر ب ب:B012 ; ر ب ب:B012→ن ع م:B006 ; ع ل م:B006→ن ع م:B006] | P2586[س م و:B006→ق و م:B012 ; ق و م:B012→ن ع م:B006 ; ع ل م:B006→ن ع م:B006] | P3277[س م و:B003→ن ع م:B006 ; ع ل م:B006→ن ع م:B006]
213	PF0213	0.3764	captain / pilot / sailor / commander	9	1,2,5,6,7	ر ب ب س م و ض ل ل ع و ن ق و م ن ع م	ر ب ب:B017@2:رباني الملاحين | ع و ن:B004@5:النخلة العَوانة القديمة	ن ع م:B006@7:النعام والنعامة الطائر	P5488	P5488[ر ب ب:B017→ع و ن:B004 ; ع و ن:B004→ن ع م:B006] | P4881[ر ب ب:B017→ع و ن:B004 ; س م و:B006→ر ب ب:B017] | P5184[ر ب ب:B017→ع و ن:B004 ; ر ب ب:B017→ق و م:B015] | P5254[ر ب ب:B017→ع و ن:B004 ; ر ب ب:B017→ن ع م:B009]
214	PF0214	0.3754	adoration / divergence / ritual_belief/religion_worship / deity	1	1,2,5	ء ل ه ع ب د ع و ن	ء ل ه:B001@1,2:التعبد والمعبود | ع ب د:B010@5:التفرق في الوجوه | ع و ن:B002@5:العَوان بين السنين		P5909	P5909[ع ب د:B010→ع و ن:B002 ; ء ل ه:B001→ع ب د:B010]
215	PF0215	0.3747	conflict_security/conflict / veneration / defiance / rebellion	14	2,5,6,7	ح م د ر ب ب ص ر ط ع ب د غ ض ب ق و م ه د ي	ع ب د:B006@5:التكريم والتعظيم | غ ض ب:B003@7:المراغمة والمخالفة		P3208	P3208[ع ب د:B006→ق و م:B009 ; ع ب د:B006→غ ض ب:B003] | P4142[ص ر ط:B002→غ ض ب:B003 ; ع ب د:B008→غ ض ب:B003] | P3508[ر ب ب:B016→ع ب د:B006 ; ع ب د:B006→غ ض ب:B003] | P3893[ع ب د:B006→غ ض ب:B003 ; ع ب د:B006→ه د ي:B005]
216	PF0216	0.3734	present / offering / affection / gift	25	1,2,4,5,6	ء ل ه ح م د ر ب ب س م و ع ب د ع ل م ع و ن م ل ك ه د ي	ه د ي:B004@6:بعثة لطف وهدية إلى ذي مودة	ح م د:B003@2:المحمود كثير الخصال | ر ب ب:B011@2:ربابة عهد وميثاق | ر ب ب:B013@2:ماء رَبَب كثير | ع ب د:B006@5:التكريم والتعظيم | ع ب د:B010@5:التفرق في الوجوه	P3967	P3967[ر ب ب:B011→ه د ي:B004 ; ع ب د:B010→ه د ي:B004] | P2543[ر ب ب:B013→ع ل م:B005 ; ر ب ب:B013→ه د ي:B004 ; ع ب د:B012→ه د ي:B004 ; س م و:B008→ع ب د:B012] | P2975[ح م د:B003→ع و ن:B003 ; ح م د:B003→ه د ي:B004 ; ع ب د:B012→ه د ي:B004] | P3332[ء ل ه:B001→ع ب د:B010 ; ع ب د:B010→ه د ي:B009]
217	PF0217	0.3725	delegation / pubis / groin / trust	8	2,4,5,6,7	ح م د د ي ن ص ر ط ع ب د ع و ن غ ض ب ق و م ه د ي	د ي ن:B007@4:التصديق والتفويض | ع و ن:B007@5:عانة الرجل	ح م د:B005@2:يتحمد بالمنة	P5339	P5339[د ي ن:B007→ع و ن:B007 ; ح م د:B005→د ي ن:B007] | P4924[د ي ن:B007→ع و ن:B007 ; ع و ن:B007→ق و م:B002] | P5260[ح م د:B005→د ي ن:B007 ; ح م د:B005→ع ب د:B011] | P5306[د ي ن:B007→ع و ن:B007 ; د ي ن:B007→ق و م:B014]
218	PF0218	0.37	cattle / herd / subsistence / beast	11	2,5,6,7	ر ب ب ص ر ط ع و ن ق و م ن ع م	ن ع م:B005@7:مال الأنعام والإبل	ر ب ب:B006@2:رُبّ خاثر وإصلاح به | ر ب ب:B014@2:رَبْرَب قطيع | ص ر ط:B002@6,7:الغيبة في المرور والبلع | ع و ن:B002@5:العَوان بين السنين | ق و م:B010@6:قيمة وتقويم وتسعير	P5831	P5831[ع و ن:B002→ن ع م:B005 ; ق و م:B010→ن ع م:B005] | P2922[ق و م:B010→ن ع م:B005 ; ر ب ب:B014→ن ع م:B005 ; ر ب ب:B014→ع و ن:B006] | P5200[ر ب ب:B006→ن ع م:B005 ; ص ر ط:B002→ن ع م:B005] | P4105[ع و ن:B001→ق و م:B010 ; ق و م:B010→ن ع م:B005]
219	PF0219	0.3671	inflammation / vision / puffiness / eye	45	1,2,3,4,5,6,7	ء ل ه ح م د د ي ن ر ب ب ر ح م س م و ع ب د ع ل م ع و ن غ ض ب ق و م م ل ك ن ع م ه د ي		ر ب ب:B008@2:رباب السحاب | ر ح م:B002@1,3:الرَّحِم والقرابة | ع ب د:B005@5:التذليل والتسوية | ع ب د:B008@5:الأنفة والغضب | غ ض ب:B006@7:تورم العين وما حولها | غ ض ب:B008@7:جلد صلب أو مطوي كدرقة | ق و م:B016@6:جمود ووقوف وكلال | ق و م:B021@6:عين قائمة ذاهبة البصر	P2008	P2008[ق و م:B021→غ ض ب:B006 ; ر ح م:B002→غ ض ب:B006 ; ر ح م:B002→ر ب ب:B005 ; ع ب د:B008→غ ض ب:B006] | P2985[ر ب ب:B010→غ ض ب:B008 ; ع ب د:B005→غ ض ب:B008 ; ء ل ه:B001→ع ب د:B005] | P1291[ع و ن:B002→ن ع م:B013 ; ق و م:B021→ن ع م:B013 ; ق و م:B021→غ ض ب:B006 ; ر ح م:B003→غ ض ب:B006 ; ر ح م:B003→ر ب ب:B005 ; ع ب د:B008→غ ض ب:B006] | P2766[س م و:B004→ر ب ب:B008 ; س م و:B004→ع ب د:B008 ; ع ب د:B008→غ ض ب:B001]
220	PF0220	0.3661	indemnity / restitution / compensation / law_governance/justice_judgment	33	1,2,4,5,6,7	ح م د د ي ن ر ب ب س م و ع ب د ع ل م غ ي ر ق و م م ل ك ن ع م ه د ي	غ ي ر:B002@7:الغَيْر في الدية	د ي ن:B002@4:الحساب والجزاء | د ي ن:B003@4:الدين المالي | س م و:B006@1:الخروج للصيد | ع ل م:B004@2:شق ظاهر في الشفة العليا | ع ل م:B006@2:طائر جارح يسمى العلام | ق و م:B015@6:وزن سواء ومقدار معتدل	P3704	P3704[ع ل م:B004→غ ي ر:B002 ; د ي ن:B002→غ ي ر:B002] | P2454[ع ل م:B006→غ ي ر:B002 ; ه د ي:B007→غ ي ر:B002 ; ع ل م:B006→ن ع م:B006] | P2735[ع ل م:B007→غ ي ر:B002 ; ه د ي:B007→غ ي ر:B002 ; س م و:B001→ع ل م:B007] | P2754[ه د ي:B007→غ ي ر:B002 ; س م و:B006→غ ي ر:B002 ; س م و:B006→ق و م:B012]
221	PF0221	0.3605	proportion / stature / length / height	14	1,2,4,5,6,7	ح م د د ي ن ر ب ب س م و ع ل م ع و ن ق و م م ل ك ن ع م ي و م	ق و م:B011@6:قامة وقوام الجسم والطول	ر ب ب:B007@2:لزوم وإقامة ودوام | ع و ن:B007@5:عانة الرجل | م ل ك:B005@4:مِلاك الأمر وعِماده | ن ع م:B011@7:موافقة المكان وطيب المقام | ي و م:B001@4:وقت النهار المحدود	P4133	P4133[ي و م:B001→ق و م:B011 ; ر ب ب:B007→ق و م:B011] | P3580[س م و:B008→ق و م:B011 ; ق و م:B011→ن ع م:B011] | P4437[س م و:B001→ق و م:B011 ; ع و ن:B007→ق و م:B011] | P3742[م ل ك:B005→ق و م:B011 ; ر ب ب:B007→ق و م:B011]
